,CV1,CV10,CV2,CV3,CV4,CV5,CV6,CV7,CV8,CV9
0,0.5643564356435643,0.59,0.4900990099009901,0.5495049504950495,0.5643564356435643,0.6188118811881188,0.5148514851485149,0.5396039603960396,0.49504950495049505,0.6019900497512438
