,CV1,CV10,CV2,CV3,CV4,CV5,CV6,CV7,CV8,CV9
0,0.5891089108910891,0.52,0.5891089108910891,0.5346534653465347,0.5247524752475248,0.5792079207920792,0.5693069306930693,0.5148514851485149,0.594059405940594,0.5522388059701493
