,CV1,CV10,CV2,CV3,CV4,CV5,CV6,CV7,CV8,CV9
0,0.5522388059701493,0.5678391959798995,0.48258706467661694,0.6368159203980099,0.5671641791044776,0.67,0.605,0.56,0.555,0.5678391959798995
