,CV1,CV10,CV2,CV3,CV4,CV5,CV6,CV7,CV8,CV9
0,0.5125,0.5128205128205128,0.5,0.5949367088607594,0.5512820512820513,0.5897435897435898,0.5769230769230769,0.5,0.5512820512820513,0.6282051282051282
