,CV1,CV10,CV2,CV3,CV4,CV5,CV6,CV7,CV8,CV9
0,0.6375,0.6153846153846154,0.6625,0.7088607594936709,0.5769230769230769,0.6666666666666666,0.717948717948718,0.6794871794871795,0.6153846153846154,0.6794871794871795
