,CV1,CV10,CV2,CV3,CV4,CV5,CV6,CV7,CV8,CV9
0,0.55,0.48717948717948717,0.6625,0.6708860759493671,0.5641025641025641,0.6025641025641025,0.6923076923076923,0.5256410256410257,0.5512820512820513,0.5256410256410257
