,CV1,CV10,CV2,CV3,CV4,CV5,CV6,CV7,CV8,CV9
0,0.5174129353233831,0.5678391959798995,0.5323383084577115,0.5970149253731343,0.6268656716417911,0.66,0.66,0.61,0.55,0.628140703517588
