,CV1,CV10,CV2,CV3,CV4,CV5,CV6,CV7,CV8,CV9
0,0.6287128712871287,0.66,0.6237623762376238,0.6782178217821783,0.6534653465346535,0.6584158415841584,0.6287128712871287,0.6584158415841584,0.6584158415841584,0.7064676616915423
