Gene_ID,DegreeCentrality,ClosenessCentrality,C1,C2,C3
,0.0015006002400960383,0.31872967285249665,,,
129080,0.001800720288115246,0.32847003154574134,,,
7080,0.0006002400960384153,0.2728463806092368,,,
79368,7.503001200480192e-05,0.2537554975915313,,,
10844,0.0006752701080432172,0.2914052080372565,,,
5270,0.0006752701080432172,0.2644129667103123,,,
54469,0.00037515006002400956,0.28653738659328376,,,
10913,0.00015006002400960383,0.24376325993123124,,,
114824,0.002551020408163265,0.3253985693010083,,,
51352,0.000825330132052821,0.29406702998477596,,,
1039,0.002776110444177671,0.3075857930811659,,,
4647,0.0009753901560624249,0.2985529322162985,,,
1557,0.0021758703481392556,0.25292242295430395,,,
55599,0.002025810324129652,0.30313644324152206,,,
152330,0.00030012004801920766,0.2722555868774768,,,
10006,7.503001200480192e-05,0.23239350665202002,,,
51207,0.004276710684273709,0.33067857585907456,,,
374354,0.0006002400960384153,0.2907440937152331,,,
4683,7.503001200480192e-05,0.23745724059293044,,,
1,0.0028511404561824727,0.31509019125747656,,,
9013,0.0005252100840336134,0.28802351212343863,,,
6750,0.0013505402160864345,0.3068069335420455,,,
163859,0.0004501800720288115,0.2504792332268371,,,
25909,0.00015006002400960383,0.2987603954181704,,,
83596,0.0005252100840336134,0.2896383866481224,,,
84816,0.00022509003601440576,0.2954293567407013,,,
28990,0.0006002400960384153,0.29065532657289284,,,
8536,7.503001200480192e-05,0.23588128063996602,,,
168451,0.001725690276110444,0.3054498785350873,,,
5432,7.503001200480192e-05,0.2516901461645957,,,
7701,0.003976590636254502,0.3222748815165877,,,
57161,0.00015006002400960383,0.27473048461237193,,,
57715,0.0005252100840336134,0.29387251118999846,,,
119369,0.00030012004801920766,0.271037540163501,,,
78998,0.00015006002400960383,0.2582545341807472,,,
2946,7.503001200480192e-05,0.24197970188275023,,,
57574,0.00037515006002400956,0.28134763151228576,,,
93107,7.503001200480192e-05,0.2579596260669286,,,
10345,0.00015006002400960383,0.2249299625341749,,,
55737,0.00030012004801920766,0.24787516970745224,,,
84148,0.0013505402160864345,0.3112709608108739,,,
6232,0.0006752701080432172,0.2972743899718963,,,
90288,0.010429171668667466,0.3447223443602411,,,
124857,7.503001200480192e-05,0.2535720401057818,,,
1315,7.503001200480192e-05,0.20868367075328417,,,
358,0.0023259303721488594,0.3146067415730337,,,
23129,0.003826530612244898,0.33428643090042637,,,
8893,0.00022509003601440576,0.2462584531244226,,,
132789,0.000825330132052821,0.29732744389416854,,,
9987,0.000825330132052821,0.27965337082188046,,,
10389,0.001800720288115246,0.31702385766275776,,,
5581,0.00015006002400960383,0.28391879513452484,,,
126374,0.011854741896758702,0.36037205277958034,,,
6352,0.00022509003601440576,0.2697156733785288,,,
57502,0.0023259303721488594,0.31875254107574197,,,
9706,0.00015006002400960383,0.2575259883294045,,,
6689,0.0006002400960384153,0.2707897356711839,,,
8436,0.0005252100840336134,0.2857142857142857,,,
51705,0.0006002400960384153,0.29694323144104806,,,
9314,0.0006002400960384153,0.3126876876876877,,,
56259,0.011254501800720287,0.33543905569677596,,,
80212,0.0004501800720288115,0.2903513931551315,,,
196549,0.003451380552220888,0.309500034832687,,,
57496,0.00015006002400960383,0.2564359102628237,,,
6484,0.0006002400960384153,0.2920757363253857,,,
84932,0.002701080432172869,0.33581939125176374,,,
7114,0.00015006002400960383,0.26737817722230023,,,
9375,0.002025810324129652,0.2775336817774816,,,
9378,0.001875750300120048,0.3189508698877641,,,
6696,0.00037515006002400956,0.2545940783190067,,,
10156,0.0039015606242496998,0.3300889120043589,,,
4478,0.00030012004801920766,0.2732323335861744,,,
84807,0.000825330132052821,0.27507068705756094,,,
157,0.00037515006002400956,0.2518851699960312,,,
3698,0.0006002400960384153,0.3048629854979642,,,
51560,0.0004501800720288115,0.291500809238441,,,
23133,7.503001200480192e-05,0.24899583387822968,,,
126823,0.0012755102040816326,0.3213037294182879,,,
6016,0.0029261704681872746,0.34241085191655535,,,
602,0.00015006002400960383,0.23941941510382986,,,
57799,0.00015006002400960383,0.21158242316484632,,,
3347,7.503001200480192e-05,0.23671918015025842,,,
3363,0.00015006002400960383,0.2631288004422333,,,
9858,0.0030762304921968784,0.3136811880722069,,,
6818,0.0011254501800720287,0.3119996254506297,,,
64101,0.00037515006002400956,0.27941299790356394,,,
29903,0.00030012004801920766,0.27896268078782677,,,
563,0.00030012004801920766,0.2553648068669528,,,
6553,0.00015006002400960383,0.27163412546366117,,,
140462,7.503001200480192e-05,0.25012667730130433,,,
221016,0.002551020408163265,0.3218390804597701,,,
10100,0.0004501800720288115,0.24431734858483647,,,
1949,0.00030012004801920766,0.2811280558543736,,,
8912,7.503001200480192e-05,0.2609240407204385,,,
203260,0.0006002400960384153,0.28304451240231054,,,
29058,0.000825330132052821,0.2807608855933096,,,
100288797,0.0004501800720288115,0.26973750784238326,,,
54958,0.0009753901560624249,0.28204422812400803,,,
6419,0.0004501800720288115,0.2640305869767626,,,
5995,0.00022509003601440576,0.20798352111357324,,,
10690,0.00015006002400960383,0.2570144821335596,,,
57523,0.0006002400960384153,0.2896257986005476,,,
3914,0.0032262905162064822,0.33557418737568295,,,
4131,0.00030012004801920766,0.2824626470276571,,,
10361,0.00037515006002400956,0.2588212447810467,,,
4622,0.0006752701080432172,0.28774369049418164,,,
24137,0.01335534213685474,0.36801413739783523,,,
5925,0.006827731092436974,0.346190810150913,,,
545,0.0004501800720288115,0.2658740449639929,,,
2912,0.0011254501800720287,0.3083614825783166,,,
7936,7.503001200480192e-05,0.27448719004860367,,,
64321,7.503001200480192e-05,0.26222799354661,,,
84259,0.010504201680672268,0.3543455720096775,,,
6885,0.008478391356542617,0.35668789808917195,,,
2986,0.0021008403361344537,0.2650439486139283,,,
9056,7.503001200480192e-05,0.239647577092511,,,
80727,0.00022509003601440576,0.29469774023791623,,,
72,0.008403361344537815,0.338893409275834,,,
