Gene_ID,EigenvectoreCentrality,PageRank
23598,5.38081382781048e-05,2.4900618167898362e-05
23285,2.594131356469717e-05,3.7981168326268506e-05
1477,0.0006316126107209826,0.00022804418407417043
10750,0.00030502908150752746,4.537891424866439e-05
6278,0.00030827439583245957,5.467542386207716e-05
4926,0.000968959614163978,4.5891133760972884e-05
27301,0.00028215831113239764,9.556463239549136e-05
55723,0.001399400482798358,9.935470419270852e-05
2139,0.0001442531847875941,0.00015091447322040547
3538,2.177406099463622e-05,5.039212958070413e-05
51619,0.0005516277333884912,2.068191357789808e-05
640,0.000467333273622645,0.00032695427481808687
1207,0.010313529520981779,8.410468636046249e-05
3889,6.256847203977798e-05,0.00013305218778004947
7748,1.6805649712537716e-05,3.6508441431871034e-05
9055,0.0002585288592838981,1.4928959716515104e-05
81563,3.525494942883624e-08,0.00010115784709571502
7140,7.836405009271211e-05,5.502259432776192e-05
5583,0.0038030814616298206,3.0380781361346044e-05
3850,2.1261501566485073e-05,3.262141638713227e-05
1767,0.00012170524328702775,0.00040401348743052703
6472,0.0008308917361583799,1.6821765292221325e-05
59338,3.1400967000915275e-06,0.00013838553761547567
1442,0.0005106595899425533,2.7519759563730328e-05
3422,9.348921090752131e-07,3.807859495381732e-05
5983,0.000534093645643973,8.196489023467041e-05
147660,6.662277951698034e-05,3.310311226204093e-05
8874,0.0005942264652596751,0.00012733481347084556
25984,5.0029213914905996e-05,1.470905897579383e-05
8569,0.0013373607954174898,0.00013919413315799853
84959,0.0006472518002468002,6.403787659186796e-05
79174,1.2207005974386098e-05,3.741505974847589e-05
348995,1.4010330618007545e-05,4.13885156391651e-05
10,3.7191050221392453e-06,0.00010422974196571271
30820,5.425525776818797e-07,3.8514902716426916e-05
10894,1.7237610469303246e-05,1.8670585026928325e-05
9564,0.002003372924183336,0.0002339254486384903
64785,2.1326209830048612e-05,4.5024824482579866e-05
8364,0.0014407437574267162,0.00010919917758388378
129563,0.00021497215707013564,2.3042887767941676e-05
197335,1.5323533941971134e-05,1.53513241144763e-05
23478,0.0003276158641524825,2.9743711199472764e-05
2987,2.0189548810320857e-05,4.3325348640025056e-05
221718,1.3135633346017388e-06,2.987327586729717e-05
80232,0.0010576545282294043,4.0557617613276885e-05
23132,0.00025752504204018355,5.323443478267787e-05
89870,0.00033807297102253226,3.278873623078773e-05
55871,4.7734802097567226e-05,2.318594337496699e-05
4338,0.00033486956476287905,1.9043334495896643e-05
135154,5.582200629233399e-06,5.3654971663603485e-05
6750,6.016085477203e-06,3.5989552797728305e-05
54434,0.0005070790556133793,4.0690777366352704e-05
11036,0.0001552316471075219,2.188249816225625e-05
23418,0.00032321305371152805,0.00021225644807880287
23469,0.0007440174388436339,5.589004100129944e-05
7035,0.0011039617391637219,7.968410780415194e-05
4153,4.667872997371076e-05,8.747379624588031e-05
7345,0.0015399162564242626,1.696162945734112e-05
10920,0.0014059107166861633,6.321749952393654e-05
970,6.144975340828735e-07,7.837507734610476e-05
8914,0.000245520213699212,3.849270591772533e-05
54978,3.3213045774026966e-05,1.802507272944335e-05
29123,0.0001672255983254386,4.4421544818292525e-05
257160,4.75837648215991e-05,9.080460149859257e-05
8190,1.2739595191918384e-05,7.583603908652003e-05
51517,0.001240148041548089,2.505875342099022e-05
11315,0.0007480906979861339,2.6914183578788456e-05
54795,0.00038290446722284526,0.00011933085828655378
1830,4.322520975080269e-05,5.421352668822179e-05
990,2.899048720902766e-05,0.00013805757624702535
5780,0.001270851621180362,1.4152080197399709e-05
868,3.8908143212688854e-05,3.717740560397678e-05
7258,0.0007488578192711982,0.0001537503965703644
115817,5.7624020542435106e-05,1.4763773726432298e-05
8837,5.534739280640604e-05,0.00021942071825139072
57547,0.003519395959367278,0.00010077112363596064
25843,1.94396653825913e-05,2.7969760838772433e-05
52,0.00097429461931453,1.4066731906305657e-05
23272,0.0007189180579113327,9.901481986076048e-05
205860,0.00016996753710601457,1.5825499811502202e-05
740,5.472443038401847e-05,8.581673620474118e-05
93082,0.0028543098694050945,0.00010955689133368684
27124,1.558613247743253e-05,4.317617371488267e-05
9456,0.0001615412860403308,3.227083231177098e-05
5740,4.4179634704163886e-05,5.816575213094241e-05
84067,3.3005468102898794e-06,0.0001644995652589678
3156,1.4671486771466099e-05,2.1248504124254146e-05
5080,0.00010891778305360557,8.892808884133735e-05
56673,0.000297413896187724,2.8820602184772135e-05
10252,7.542010697907967e-05,3.925106860693521e-05
79009,0.0007304917273118761,6.872397808791532e-05
55422,0.0024724143054280097,1.6753751614743866e-05
3241,0.00011675042513823471,9.306493198991409e-05
2576,0.00021517983018453241,1.86208199718085e-05
4543,4.1537647037787e-06,3.162247643314402e-05
28969,0.0006273943795321704,0.00012065301415630296
58985,0.00015404825138309896,2.639275043034704e-05
124995,2.1896273947688107e-05,0.00010689064795654661
54951,0.0029612406585038616,6.323906754117935e-05
4141,0.00026574350811128447,6.38525690095059e-05
54617,0.0022591549084075833,5.4118690606683954e-05
1394,0.0005303015727112581,0.00016625643478147863
55907,9.008855593960161e-05,5.626076020922375e-05
284001,4.04509000498234e-05,4.613771311961418e-05
23,0.0007885737147841919,5.309138874687151e-05
54557,0.0006225666517402475,8.99126329594929e-05
6249,2.1678411145964213e-05,4.944099431321362e-05
8346,0.00027286424446975623,4.324897871026286e-05
199223,0.0011773255915927042,5.508221654137783e-05
121268,7.477298264945773e-05,0.00022398153210640245
8078,0.00020199390793532428,5.3191086709322664e-05
145781,0.00019173187890107995,1.593743982157929e-05
333931,2.20167130476705e-05,4.257491629712937e-05
23261,2.596991785639804e-06,0.0003864018004779369
596,1.944000642609239e-05,1.825814240611017e-05
205717,0.0017702208082760857,0.00018129832423029565
4914,2.6820456843099904e-05,0.00011050977994108753
2735,0.0008917767890099855,1.547009118141284e-05
51292,0.000316848966970721,0.00012768681056763402
26019,1.3495642416886205e-05,2.033378737454129e-05
5897,0.0035098872220319078,2.38487553799519e-05
9429,0.00010441010525712231,4.814635410579982e-05
51479,7.106432663849725e-05,1.6376674125801012e-05
187,6.372665224064706e-05,5.5970935314528425e-05
55339,5.597436726959006e-07,1.8794348625210958e-05
84896,0.0005569787905125305,3.341664568991435e-05
79814,5.064046211974766e-06,0.001111362210320038
7316,1.7571125845399826e-07,7.104532052486092e-05
26750,0.010314032936056991,0.00018307357160977694
3824,3.33992232691135e-05,4.218612389241526e-05
8772,8.794628974977772e-05,1.4372542468728682e-05
404734,0.0011234566804556759,0.00027867504563121776
54441,0.0004003447655926731,3.4961938076295556e-05
400745,1.2252461626330464e-05,9.043503793481135e-05
30011,0.0013893522708584797,1.6460765517579165e-05
6505,0.00010654557267907104,2.7284720479267984e-05
55130,0.0008815576800785895,5.649786463114942e-05
10321,1.1737877567264253e-06,6.793282761659711e-05
220213,6.331378596124915e-05,6.113480605374846e-05
7167,0.0005937862298263232,0.0001029805324105504
5534,0.00013688759286790107,2.2241250043338027e-05
1874,0.0012594073958174718,0.00010304684537570983
55150,5.221296337280734e-05,1.5374131893697043e-05
23097,0.0005696760235887777,2.944308923672951e-05
5463,1.5227312015503927e-06,4.557123280996889e-05
4336,2.9881093744459485e-05,0.00027976037543417864
29766,0.0007214472730760225,4.838219988888879e-05
1938,0.050159673051886955,2.525645753763445e-05
5625,7.487920615032701e-06,1.5094765419820544e-05
3098,8.663341676030916e-05,1.5051611251312678e-05
55544,5.791591045636365e-06,2.24378957416522e-05
9849,1.1763189929939078e-05,6.224866119362652e-05
6522,1.2784944990697935e-05,0.000339125838965525
57630,0.00017819201556367294,1.4314696836430215e-05
8328,0.0009157873876308606,2.8463688391141638e-05
55089,1.285138728990828e-05,2.943281975029811e-05
81873,0.00023349457424772196,4.18682477432668e-05
3972,0.00011797290215708775,8.472327152012445e-05
1809,9.928832522535763e-05,8.137027271851345e-05
80329,3.9744015014049297e-07,3.728498143823352e-05
54708,0.0006514280860090972,0.00013996633199920324
55139,3.201439537636266e-05,1.8352719692785876e-05
11066,0.0014485467428957339,1.4552954836009749e-05
7317,1.3583550710734155e-05,4.680445621824315e-05
202459,0.00025258046417073155,4.15154936042984e-05
283377,2.394529155805112e-06,0.0002265003103209096
7869,0.00011511001910075887,6.004963629034779e-05
55062,0.0027660955465658513,0.00023668589111346464
1027,1.956479727742683e-05,1.879343254325714e-05
4254,0.0030923256287369604,1.7257670420059024e-05
732272,3.258403734590566e-05,9.96590414230584e-05
63876,4.0656156718046765e-06,1.4902223248422853e-05
80169,0.0006689654995755856,1.4862317368745485e-05
51373,0.0028934524732671186,2.4109569988229764e-05
9127,2.258730809174481e-06,3.0048513372068886e-05
142891,1.569369172000054e-05,1.4859211049221496e-05
3557,4.624231865247849e-05,3.560499134038922e-05
5922,9.018351196302316e-05,2.5915307003950987e-05
8519,3.6013480785788317e-06,6.124984462544127e-05
26225,1.958165654595546e-05,1.881066222443664e-05
84552,6.892461409287752e-05,3.5406942173833424e-05
9215,0.0005308508052419516,8.601940410033669e-05
149950,3.1718341764841614e-08,0.00013295479701111963
167227,0.00011873349263337791,1.4885081151045723e-05
5607,0.0005599767706913407,7.1480164804024e-05
26112,0.0011464154779574469,7.628628270110845e-05
9255,2.219723757252649e-05,0.00025601178138595713
5143,0.0011317006083972913,8.436145586190297e-05
4793,9.062792668438558e-06,3.3795392479109926e-05
81502,0.009561285536043688,0.00026608758702435293
5110,2.650502676261749e-05,1.827476715518148e-05
10993,0.001119661787830568,4.389936140702454e-05
10421,1.1608278451564964e-05,0.00023181050346338867
60672,0.03978648739772429,4.713327745484414e-05
23616,7.650223983418313e-06,4.3094185687362484e-05
4217,0.00020422327007751218,1.5434683813430872e-05
177,0.0018913599229271154,0.0002101202774682481
84171,0.0003156796352690783,5.144847617514322e-05
389434,7.049113514232058e-05,1.85009803955567e-05
84246,3.820615536208932e-06,2.1906323078316087e-05
79897,6.628363914611569e-06,0.00030042870559686055
201501,1.2859835380271797e-05,4.05263054752601e-05
80309,2.5041786726887978e-05,1.566957614335044e-05
57819,0.046664562379078345,8.669664334628927e-05
8821,1.222413361138951e-06,1.7417255345372884e-05
1496,5.569282858377055e-06,1.9039978846360854e-05
2974,1.3958574472961832e-05,6.00074604200007e-05
51571,0.0001496849703807903,5.591471434172745e-05
84063,2.7709436024256023e-05,1.6671719570480878e-05
955,8.210924138082869e-05,5.313850238997095e-05
4284,0.00017657663520768407,4.683001668066393e-05
98,0.00015013664383285518,0.00011194882623919117
81930,0.00011518668764896124,5.6856114601184146e-05
51341,0.00042317442075169456,1.4651606075560543e-05
2205,1.6705602978942574e-05,0.00021236803894184278
5238,1.4533671248297036e-05,3.649383854400382e-05
65123,0.00016373584577836155,4.983072171782482e-05
85397,3.657739303683727e-05,9.362695413161795e-05
6139,0.053063932474834055,0.00013908315230452264
1244,1.6852002967877836e-05,3.927389492476277e-05
5447,4.478684672431879e-05,1.9346712919955998e-05
23404,0.0007334904349762179,0.0002053681252814142
79023,0.0005703518660166443,3.364515574202083e-05
2768,3.621000138712876e-05,1.4133171382928809e-05
1182,0.0003937064032732112,0.00022571119690928808
440915,0.0027424447362092265,6.75391483761483e-05
1647,0.00021778051013238237,1.92132682872709e-05
10432,0.00010717766888042476,2.5614481775922395e-05
55567,0.0011125776709781168,6.358957858283583e-05
1024,6.638007586924529e-05,1.504339872240353e-05
10239,0.00043247858864014653,5.598042905467197e-05
54187,8.429621514855745e-06,0.0001129520680058146
1939,2.2318528611539416e-06,1.474801668172099e-05
195814,1.4435442167084123e-06,7.027452479487906e-05
29919,0.0004205132129545861,5.956419825405852e-05
51265,1.4239673222436966e-05,3.529392971987906e-05
5476,7.489495124954255e-06,6.318272912904655e-05
57798,0.0007736042617414854,5.337134919049878e-05
5393,0.0005234433683483092,3.0909930487650484e-05
8567,0.00017658219598455042,0.00035577437334995685
5178,0.00012527155226603104,0.00018565291260743414
80022,4.788763690018055e-05,5.1449016572565214e-05
81929,1.4038862369437506e-05,5.431906333914216e-05
25900,0.043820499898784074,2.864558018287609e-05
22827,0.023385403393281348,2.195949222987185e-05
9040,0.00013126481097285202,1.4799962556015234e-05
1131,4.725459655440306e-06,2.7867893853674748e-05
64601,0.0009703866998196505,1.8356242039013945e-05
55661,4.700534234948711e-05,0.00016537852721499116
283234,2.1306975281257515e-06,5.7754263384156434e-05
57030,2.235256629880219e-06,3.8897165947826204e-05
1208,2.7510171562631393e-05,1.788296171215096e-05
10052,8.409228474632891e-05,1.4674484482794271e-05
56672,0.0016859259821918008,1.5269528050271216e-05
3018,6.658579464697749e-05,2.5828616700151636e-05
51096,4.7053940383912265e-05,0.0002353113061194777
55900,3.597649927548136e-06,3.814864705095442e-05
94134,7.79930265999938e-06,0.00010692791583625427
284486,2.3286839453101846e-05,0.00017396161960411908
26254,0.001784613208315172,0.00014964933654993586
55290,0.0003447802807397125,7.516039933028364e-05
91179,0.0001701806701343166,1.793285882228291e-05
12,0.03892724800388839,2.1573271664125875e-05
79002,0.0005935460167690884,2.0625313645183694e-05
6811,0.0007416417278018932,1.5123270425476494e-05
5214,0.00025958576888791065,1.7797491247874037e-05
140706,2.5999596104241127e-07,1.9540676107875804e-05
4016,6.659405834621865e-06,3.431491895310793e-05
56165,2.6978311192059566e-06,7.27979180707609e-05
9543,0.00017940836418222514,1.8526802462751662e-05
23094,1.9869302764181848e-05,4.246213934868801e-05
100130086,1.3644879606682161e-05,2.6065721990757926e-05
23203,0.00012363629566099568,4.7566751402262106e-05
50618,3.9690183637502375e-05,2.817671940922104e-05
10497,1.2214040116726923e-05,1.498009067199459e-05
84693,0.0001377478631191519,4.645655544600825e-05
338412,0.00011161177239032237,0.000160593640169825
57534,3.881128057006032e-06,0.00013858050798750093
130951,4.050186618571363e-06,1.3218893248158364e-05
64429,2.3214361729301606e-06,1.513812998667224e-05
55855,0.0016401750103523882,3.8905224174349413e-05
11060,2.6222267302453166e-05,0.0002588567333052678
1896,0.00017117072580716635,0.000110974950070094
79796,3.2051267652125947e-06,0.0001146859441234595
57016,6.293151238626124e-05,6.919531593356557e-05
57684,0.004061480527463841,1.5088813902011495e-05
811,0.025002944072290836,2.1143350330356654e-05
100287898,5.189436002275304e-06,3.4702887292504486e-05
6483,0.0006784355571077012,1.8782779432126897e-05
5074,2.583969680615169e-06,6.0447056857130656e-05
7092,1.2058465958318898e-05,1.381481474725334e-05
7866,8.106383280678948e-05,0.00012431583691622253
79733,5.601726492840497e-06,0.00012296187975849207
63916,0.0006998499524643002,1.9029713639701668e-05
689,0.0003323073096324322,3.983265559817144e-05
11132,3.831982885303986e-05,0.00012886717367308545
9338,0.0005399644407481068,1.4242470150769387e-05
6192,0.030439027446006267,5.5428226675277986e-05
5100,3.452113277600516e-05,1.9645545970832284e-05
9241,1.7955562212078768e-06,2.4600165781074725e-05
6812,0.00026164870305709465,3.777614098553109e-05
11146,6.420949980766628e-05,7.634524361957116e-05
26502,1.8185439422257204e-05,0.0001450912880089957
6503,0.00022383846861437747,8.354153255767636e-05
64386,6.231409831948512e-06,7.01245543157589e-05
55122,0.0001337551820459566,8.445704952254356e-05
22871,1.0924863469769895e-05,2.6614804024266422e-05
5977,0.0012207022491019521,9.915564159835944e-05
6261,0.0007602522094874073,2.36811389180684e-05
23647,0.0002619930112674897,0.0001049312326486438
10538,0.00012921601518894386,3.152583866362747e-05
79768,0.0003113869057892589,5.197664968971106e-05
90834,0.0001844998889613631,0.00018816222918974907
401508,0.00043637872894152223,2.0344855389608897e-05
26747,0.0005050221113827769,1.831997950161807e-05
84988,0.0007695366693948068,5.710811213485195e-05
2745,2.927001550883952e-05,1.5184227580563558e-05
10465,0.039341968975232046,5.3106283195648236e-05
10333,8.075618401866723e-05,6.0293394202039657e-05
9914,2.105073705219412e-07,0.00010163092902526839
10611,0.00032732065245561225,0.0011866444413909472
92283,1.0028997706671175e-05,1.793719907401097e-05
4283,2.860554902087892e-06,7.656728866777134e-05
4160,0.0007797858962366133,3.0187073999187367e-05
5578,8.826045043211574e-05,2.493274257837352e-05
81854,0.006807736050006229,2.2412435926716872e-05
11033,5.650733798783206e-05,1.4815808443757834e-05
84952,0.0018444903381264679,4.1190813424349176e-05
55196,0.0007871745242940299,2.1116199768312507e-05
148523,2.615636922585252e-05,3.8201277701999914e-05
100293130,2.5328231876921823e-05,1.8476334512454223e-05
3849,3.534282781547878e-06,1.4854008382638271e-05
113655,0.00026369979278669485,5.40537894010569e-05
94081,1.6344576686202804e-05,0.00011908655666947116
9766,0.000539455609052286,0.0001326361114334249
64342,1.0244769547094146e-05,3.586988476465825e-05
10026,3.7849397838900334e-06,0.00010999146228048955
1284,0.00018625164557001966,0.0008803726322458807
4860,0.0002571983572846321,4.712246399155506e-05
10313,0.0006391061473036396,0.001014671558689734
3312,0.00044886476104848334,3.183880094231646e-05
3547,0.03475300457863253,2.5784413800678265e-05
4087,1.3909596909770086e-05,0.0001057682904633999
548596,0.009756732228402296,2.883960364752466e-05
113675,0.0010637930539044312,2.1693421190869858e-05
2315,1.3807357410267987e-05,0.00014973096552308964
64403,2.277401501433207e-05,0.0001965663582009471
1756,0.0007842206350689849,0.00041970578232214113
9221,4.4462456829624946e-05,1.4247527600728837e-05
6191,0.00023958053928019315,0.00015232292392949436
80086,0.04175270398473007,8.246734245974865e-05
64773,0.07408325902121686,3.1848561845057394e-05
1638,0.00013841173308938085,2.1858970758804616e-05
10794,0.0003561183012898405,2.5105183093833468e-05
221613,0.0016740269786297128,3.938515500593221e-05
3543,0.0006279047914121822,1.7321059160356947e-05
8882,1.3937341660412517e-05,0.000168899069898591
8473,6.000727655484668e-06,3.8648175325355125e-05
27071,0.0001024140558708462,2.1083389436180143e-05
80011,4.7075205388352836e-05,1.773674316985354e-05
6659,1.4307594968888678e-05,0.00010250315499558724
6354,0.0006110030874001008,2.9808118071798283e-05
10793,0.0018048584826032934,1.7463405729636356e-05
51537,0.0002850006090187272,5.334113334199203e-05
