Gene_ID,BetweennessCentrality
92482,6.672377977097036e-05
3211,9.392901825847743e-05
285220,4.0242813119521725e-07
6155,5.7596307203167e-06
6095,6.987608953820034e-07
3352,0.0004977141720013043
1298,0.0003592793097164259
987,0.0002448461104396151
309,7.515748629051149e-07
6663,0.0009000223485507357
864,1.8732005195212537e-07
25841,2.631557014833423e-06
339403,7.059051927572434e-05
6580,7.66531158018565e-05
169966,1.94816744734267e-05
6497,2.767961015762697e-05
51103,0.0
79930,2.3324188579030442e-05
3807,0.00074591454196237
653489,0.0005614041489690349
64344,3.3482398861130076e-07
862,0.0
25888,0.0002796392712082522
3898,1.3461966106610833e-06
678,2.4455167553917844e-07
140825,7.896655932421212e-07
23133,8.593106973362001e-07
644903,0.0
91752,0.00269474818221168
23644,5.768850286921538e-05
4515,0.0
199920,0.0009128228091761516
10856,1.2772805869872306e-06
4519,2.975592177209909e-05
9595,5.017349979935361e-07
9372,7.704664310036187e-06
64207,1.4280200992057479e-05
57471,0.00018865852373451016
84986,3.229244319695099e-05
387893,6.365281228763854e-07
7038,9.557148064693256e-05
2162,0.0015037457527859368
2257,8.126407152515885e-06
126272,0.0
23513,1.445106539087206e-05
2747,4.4657063316154866e-05
2813,0.0008485285642893185
80774,1.1553891401098273e-05
55231,0.0001299668971245357
23523,0.0014488682583908938
10755,8.854443692832871e-06
54977,0.00028972198415025836
64850,0.0
6387,5.207042752797117e-06
5696,0.0
9158,4.5512641617271615e-06
11236,6.240322003871773e-06
23247,4.695640591656272e-06
323,6.914478359016513e-07
29105,0.0003299363961476912
2016,2.1254446199973186e-05
23574,3.5842134842217076e-06
2146,0.0
23413,3.7830371951590753e-06
9632,6.626546689805353e-05
92703,7.313415470041381e-05
117,1.0570742770244058e-06
1180,0.00014635342429271622
7027,0.0
23617,9.035898488355384e-05
8061,1.0205125910559636e-07
2034,0.0
9752,0.00012558918722320602
23753,3.196704911253985e-05
51804,1.039384805152985e-05
221442,0.0
6741,0.0005890477892584572
3421,0.00045011251292743405
54577,0.00022694682856103018
57662,9.965818108620206e-06
29928,0.0
9342,0.0006700996831482779
89882,0.0
112724,3.7840449884196984e-05
51619,0.000478524087545364
2925,0.0017151249628567222
113452,7.786045034613216e-05
7357,2.841309303019448e-06
2147,0.0002785887356703901
53635,1.326877733914165e-05
29062,0.0
94005,0.00015385398449820382
5649,0.0003239635280782566
79443,1.3365956416241619e-06
8612,8.513054537492674e-05
134637,2.070385171986966e-05
23129,9.71532592294683e-05
277,3.487661408376771e-05
139324,3.2413516702308815e-06
3565,1.062450240903422e-06
10533,0.00029893286193021054
23564,1.5269575297322448e-05
54919,1.3242352596067016e-05
22915,0.0002463774020619725
83439,4.591829426388525e-05
5654,0.0
642658,2.2824334699346735e-06
116154,7.71748553741566e-05
9282,2.9450350791756438e-06
11273,4.7445570838866665e-05
10695,8.129878706411788e-06
10553,0.006551926306698338
23495,0.00016734200669901218
2356,1.3944105239684723e-07
10565,8.732194427356179e-07
57685,0.00016107217864496333
388677,0.00018061489488393605
8943,2.451006218959487e-05
81704,0.00021251472998818076
411,0.0
51510,1.406683894317429e-05
100133941,0.0
139793,0.0
84163,0.00016292144350196254
64318,0.00011895746796292654
51686,6.469552632692139e-07
55831,0.000204835309635126
10592,0.0001514629162942603
154313,1.1184214944679721e-06
646214,5.339744752272745e-06
23201,1.1425358504604385e-05
5994,0.00015413576968976655
8899,8.927698456872715e-06
2039,2.0474207615543742e-05
375260,1.2952140296941603e-06
81624,3.895400033508077e-06
10266,0.0
138046,0.001497005706911749
57504,3.673678302232744e-06
114609,0.0
2700,1.1937198501988377e-06
284131,1.584313623834319e-05
4538,0.0005478330930245015
30814,1.0010476131424406e-09
10253,2.7050212575776827e-06
54542,1.1304785658626938e-07
26236,1.004870912167932e-05
5506,0.0
80329,0.0
9733,0.0009537722732941133
5655,6.924684500439753e-05
1075,0.0
57553,0.0
60529,0.0
29789,6.418635502659609e-07
389840,2.5601490405318126e-07
6133,1.7169770118435204e-07
58533,0.002771306223663387
100288160,0.0
201266,5.1322783361613955e-06
147746,1.8594157611398432e-05
96597,3.913480394045814e-06
435,0.00018001806237565935
162466,0.0
3696,0.00015006002400960389
10980,5.956586185406356e-06
64981,0.0
338785,0.0
635,3.586455692062621e-05
196528,0.0002273244014455763
134359,2.933706581975453e-08
3082,5.9160203527933776e-06
158800,0.00011698658791631026
6376,0.0002319451746254158
157773,0.004022637290947447
114898,1.4302166370129558e-05
163227,2.2878505241394134e-06
440026,0.0010542770993333974
1417,0.000269217112415606
9577,1.809552744234947e-05
221527,6.939330705166838e-06
2193,5.21468518438461e-05
8801,7.0314864860387114e-09
5211,1.3026599375640525e-05
3309,0.0
398,3.7537380371734684e-07
1525,2.8344176338196862e-08
9001,0.0
6602,5.631728875585752e-06
84282,0.00015006002400960383
10009,0.0
79026,0.0
23266,0.00015036477770733207
79155,0.0
11262,7.54637943126893e-07
257160,6.553547296620767e-06
221302,5.502277129943901e-05
10129,7.523776549839522e-05
5547,2.932172771456532e-06
83692,0.0
51111,1.3451340761581687e-05
4099,4.240780327225303e-05
58486,3.100435586394572e-05
10810,8.846361563862058e-05
84525,0.0
64965,0.00026403628256089964
84867,1.2328503806729111e-05
118788,1.9529068150976264e-07
84263,0.002929534893373103
8399,1.625217326349638e-05
8022,0.0001530336157319158
126626,0.00014402666261707493
550,0.0
6992,0.00036010329904076477
54793,7.900480801665655e-05
54623,0.008274001928150407
51233,2.5919127801204736e-05
5682,5.840912092208488e-06
79596,0.0009657068867783529
51564,0.00015483845918967977
8802,0.0
128869,1.0162757494919054e-07
2799,0.00014401152124769088
23534,0.0003526887741514959
125115,3.3671248465953957e-07
84929,0.0
7216,1.0244885309213107e-06
388387,0.0
9245,0.0
401024,2.667962833315951e-07
54888,0.0004894266673872241
140803,4.992669601773994e-07
7707,2.9462151108281565e-05
51649,3.983360403348286e-05
28969,0.0
54989,0.000624524339951515
7100,1.0636943278564534e-06
727851,6.7682132486981e-06
10531,0.0
56938,0.00020324124672677985
6794,0.0
6586,0.00023981822281202728
1615,0.0
123283,9.51766133385614e-05
50945,0.0
5152,1.3227729127473964e-05
55027,1.105922295934668e-06
9652,0.0
16534,4.452206209278736e-06
25885,7.477479495269167e-07
23670,3.9176933939872215e-05
10514,0.00018959789632215735
8759,3.5074152522637914e-07
755,0.001569762877192604
51650,3.461631323473675e-05
3823,0.0
8463,0.00012426461578472794
84861,0.0003460924704610034
23221,0.0
26153,1.76924071600916e-05
740,4.700104916960375e-06
57731,2.9714619106379047e-06
4361,2.3896129930473495e-06
147841,0.0003034141661697915
55183,2.474422610386565e-05
5358,0.0
148327,0.001017824225967597
57698,0.00015537400122932668
162,6.053294754846102e-07
6482,0.00036843082750778413
149986,0.0
23270,0.0001703313336143277
196374,0.00016403867191092228
1299,7.517536025829654e-07
56975,0.001371067603158585
582,8.846504827716053e-07
23244,3.2277528590208986e-07
128553,5.2279842766901395e-06
3315,9.831991217858687e-05
4646,5.6573182263489165e-06
55900,8.172650719357329e-06
4692,0.001573322491196313
27339,6.462336477516366e-06
51100,4.306248986343118e-06
5518,0.0006223565152913921
23568,1.5579929435179385e-06
1465,1.7898938787308035e-06
257068,0.0
54870,0.0
9354,8.769798741127992e-08
7802,7.663573109678263e-06
8692,2.5968218486020023e-05
81605,3.473291016347815e-08
79446,0.0
5664,9.399701502839924e-07
53405,0.0001419530785673888
6066,0.0
8993,1.2630189077464271e-05
8928,0.00013425832768844905
729862,2.8391870884293076e-05
51668,0.0
7728,1.773640527784041e-06
5470,5.984802132640637e-05
90871,2.5021889399065193e-09
56547,0.00012687218039313342
9814,3.489084842236111e-05
55146,1.2262293018811376e-05
2287,2.728290605383955e-05
8867,3.4791217642504706e-07
152006,0.0002854183809389345
145553,0.0
6744,8.283290712029317e-05
2705,6.147850057999401e-05
80208,5.4091077892316215e-05
79465,1.1941621177181129e-05
4329,1.7130599789590665e-05
54665,3.374975569492379e-06
63894,8.322856305897089e-05
10772,1.4827622495981498e-05
3053,4.5997398029569845e-07
25827,0.00020508185846856294
10401,0.0
128308,5.268314166034444e-05
56243,6.83874455031459e-06
4702,1.2159826066187422e-06
91977,6.571673561514289e-05
64663,0.0004000715055423524
8789,0.0003553391247025836
10678,0.00012921786481275566
1069,2.9376308225837656e-06
4921,0.000108930006940339
115123,0.0
602,0.0006009904002386439
401152,0.000632048219030355
6629,0.0
84058,0.00021686619455194475
11026,5.205032252777117e-05
463,0.0003717124329539033
81847,0.0
9812,0.0
403,0.00045014757830746466
79813,4.047003140453682e-08
5145,8.176003353169544e-05
23404,5.564092990138049e-05
54762,1.0531360894818703e-05
8900,0.00015512020353105452
892,0.00014971187509297456
10881,4.767902923846162e-06
51760,0.0
638,0.0
84440,0.0007500749230434276
642443,0.0005006885870384434
56143,2.0126958680165244e-06
64240,0.0
1992,9.68162845661554e-07
55739,0.0005184788685587637
91734,8.794021384024303e-06
8575,0.0
10615,0.00019956998708073974
25824,2.0357381676862538e-05
79652,1.8052014716626205e-05
65975,3.8688485351087153e-05
117579,4.899411682058514e-05
122786,0.00013576658273320343
29106,9.657570382317565e-05
339967,0.0
80335,0.0
55110,0.0001533640499978542
51031,0.0001046350725761514
2849,2.272913291833031e-07
22941,3.1640705951759026e-06
23581,2.602295513272373e-06
3704,0.0
873,1.069779640758653e-05
3029,2.292257200682937e-05
868,0.0008448216436433192
9463,0.0
401507,7.357239688493705e-07
4240,3.019499679813714e-05
3800,0.0006778807930109953
7075,0.00028902045937508026
4066,0.0011043606485483632
1033,0.00024500071835500134
80310,4.174177783716514e-08
3570,0.0
23594,4.701043193481929e-05
90,2.5966570325411085e-08
84645,0.00026183165841994803
10314,0.0
55339,0.0
79139,0.0006949871887446424
4846,1.4456367356562792e-06
10376,3.218320746768965e-05
4802,0.0
100505793,3.420465430817566e-06
28999,0.0001793385520812447
25890,2.2696886241625416e-05
220134,9.974950871862185e-07
84515,7.499191890105133e-05
57532,9.571870600046954e-06
23505,0.0
85459,2.2544797821531733e-05
2475,5.043245425772487e-07
23583,3.357948356431238e-05
272,8.516686483208992e-07
26071,0.00015138369751434603
5074,1.1688499422112263e-06
50813,7.477479495269167e-07
4242,0.0
3170,5.586828006539698e-07
10537,3.586812712290195e-07
6591,2.14004678183465e-06
8871,9.214946890175293e-05
51002,2.2309695765909567e-05
85358,0.00011400130544818467
6716,1.8246397645666887e-06
2317,1.2545679571410472e-08
10983,6.006360106743349e-05
100294277,0.0014005630361011408
144100,0.0
26138,5.481663042876734e-06
27244,0.0029797863032368604
339230,2.391775745019289e-05
5653,4.930136934812021e-06
6635,1.3779746717230107e-05
10019,4.860148012910292e-06
7177,9.57418286634002e-07
3316,0.0
841,4.399649149466019e-06
9452,2.4228264401772634e-05
6641,1.7413820884618348e-05
1385,1.518912247475381e-07
339479,0.00036396594148490697
5954,1.783415325051492e-05
201254,0.00012928644429578836
79363,0.00028961316319932805
282616,0.000159621635746758
2798,0.00016260080148243017
4340,1.2663293152743827e-05
80332,0.0
4824,6.116070018579563e-05
196074,2.8969742816282397e-07
54961,0.0
6158,0.0
2730,2.401253232986368e-05
84897,0.0002020835652413162
8502,8.496139297244063e-05
219699,5.2279842766901395e-06
1068,2.157021221928266e-08
5704,1.3320009343763301e-07
84688,1.1132696021119762e-05
2559,0.00026272694899453846
143187,0.0003046071968499376
770,3.290738338189627e-06
134288,0.00010056007928614526
276,1.413381604602496e-07
339390,0.00012386711980095973
4893,0.0
7201,0.0003873536791498633
9965,8.601505592206672e-06
79691,0.0
79183,0.0009568889994151147
6632,1.7890429458745854e-07
79734,3.586428715419672e-06
129868,1.784028512219675e-05
8498,0.0
85293,1.4019687686444884e-07
6752,0.00015368938282805087
58495,0.0
4829,3.6031951749723444e-06
51373,0.00018697433249514805
317762,8.780007035190387e-05
7020,9.514790473623191e-05
79568,0.00015156797614248333
26277,2.08041480121358e-06
3083,1.518048391038828e-05
57722,7.106354200286373e-05
8807,7.747885027420032e-05
6326,4.957795519753233e-05
8372,6.739906840657544e-06
22879,6.619802101861366e-06
56952,8.646025067927913e-05
2202,6.206591599889946e-07
2355,0.0008198818751572153
8911,0.0
130557,0.0006876559736898409
57554,1.086233013028421e-06
22826,0.0001575033341337296
8208,0.0002916610027499805
3868,0.0
125,6.364096617037348e-05
9912,0.0
2068,2.474245633479328e-05
11194,5.549543572545407e-07
23499,0.0
64747,0.0003832395148755975
3958,0.0
9310,0.00022586049998906218
89870,0.0004910113090432773
2255,3.593285476268325e-07
5598,0.0005212240797210423
55238,0.0
9587,4.9690546137473075e-05
25973,1.5052674247125148e-06
348487,1.1092047159217471e-05
25844,7.301805810090425e-06
494470,3.993295845236756e-05
55572,1.0477420771022352e-05
4478,4.060336342171788e-06
261726,9.28363773061106e-06
3554,0.0017898103098120768
6383,6.651098850969342e-07
22936,0.0
154796,0.00012022102370936553
130340,1.0840294397977692e-06
284802,1.0431526653795614e-05
685,0.00022892876083839125
23241,0.0
5021,2.931395937032985e-06
50,6.897285374481607e-06
284695,4.917348694884578e-06
27065,1.5124975762897727e-05
7142,9.802307940373823e-06
5584,0.0
9776,1.063986730420267e-05
7690,0.0
6760,9.042332013694882e-05
1849,1.2834651348261954e-05
3785,1.4940480411165607e-05
4801,6.871551827737616e-05
10800,3.8493094530116786e-05
27032,0.0
90990,0.0
5009,9.318989335818717e-06
149950,1.634009568664296e-05
83937,0.000378268031361493
8538,1.4990698207574522e-06
283150,1.089717158495125e-05
27077,0.0006207579425044905
153222,1.72558342963737e-05
57820,2.435613452474278e-05
56970,7.700829199885655e-07
1797,1.2829799756273488e-05
83693,0.0
3982,3.889456218965952e-05
7594,0.00021707048686546036
6282,0.0005779030475598124
6837,6.60387578612886e-05
1104,2.4317875938236993e-06
254187,1.0939145641296274e-05
50717,1.69726175584709e-05
284312,0.00017742493286145486
85406,0.0
27018,1.0793091899535792e-05
131118,0.00016834456421206911
203,2.4064903774442985e-05
54852,0.002065772871358214
9746,3.896099408273315e-06
6196,0.0
23405,7.5337508203494296e-06
5819,4.2894434672281934e-07
6901,0.00015780162962039407
9970,8.133642928865442e-05
5015,1.8038669485607466e-06
6943,0.0
84960,5.083624606879124e-05
123920,5.892971054531641e-06
6777,1.074840135859425e-05
5697,4.3309227151824634e-05
10971,0.0
23294,8.444433501284578e-07
5646,3.0000106251117716e-07
8448,0.0002565872720087538
79101,5.789095698879063e-06
3205,8.153780392118892e-07
51195,0.000526845964811646
56917,0.0
3936,5.671335683232656e-07
23608,2.295721173135893e-05
814,0.0
5778,0.0
9764,7.3969689907207285e-06
353497,5.225800717003735e-05
10542,9.212326007008797e-05
2395,1.1277567995190818e-07
11083,6.14132045780458e-07
6776,2.991471508337552e-05
4197,2.0552434427403287e-05
64092,0.0
339487,1.176744511397616e-07
1521,9.873609487314581e-05
5593,6.88607883156023e-06
858,0.000488346262598027
109,4.50336248031315e-08
64834,0.0007469454107399327
8711,1.8957343369439363e-05
9379,0.00042607463070016503
3006,1.8554814945446224e-07
10692,1.4480899833000443e-05
5624,8.810188077192617e-05
629,0.00014346952337163725
150274,0.0014200853973240126
8799,1.9189510778795891e-07
55699,0.00011525744311196547
147007,5.6438706091814226e-05
100131997,1.0874511180635205e-05
3586,2.4495160205964392e-05
23285,4.244511556039751e-06
65990,1.158413940455338e-06
282991,0.0
6917,7.488391954606724e-07
963,0.002831900342973083
1213,6.455791051674243e-05
55937,3.282636292433412e-05
9021,0.0
27332,1.2903562572182929e-06
11335,2.5523715289388178e-05
23064,0.00013380072801658313
90417,2.036551739832362e-05
23066,0.00026247696366023764
6676,0.00015030147565865725
283459,2.857315605443707e-06
1742,0.0
9529,9.806494308476489e-05
10451,9.377989298820693e-06
9705,2.9813001420124676e-05
51506,0.0
2555,8.443881116047736e-07
6871,7.580377743808018e-07
5558,4.122498993835824e-05
6399,0.00015006002400960386
23761,1.2629489317009178e-06
84937,3.216418006698163e-05
171484,0.0
930,0.0
81544,9.261327902376484e-05
55333,4.706490386913302e-07
11255,1.2159484966992787e-07
55118,0.0
7477,1.1885757291323257e-06
26152,3.884626221851135e-05
3049,3.820456823368606e-08
6210,2.7276229085466584e-07
9567,6.064936628639397e-07
64219,0.0
90288,5.203620158138733e-06
2947,0.0
139728,0.0
23539,0.00033472026164778855
199692,0.0
57447,7.219811791258475e-05
81618,0.0005827079477411174
130507,6.821330154114e-05
51209,0.0
23389,0.00015006002400960389
6731,5.103367010894141e-06
114785,0.0
138162,0.0
54550,1.1877111598644518e-05
11264,0.000130882823171105
23186,0.0
2969,0.0
59,1.3941282992016074e-07
79722,3.5001278584225986e-05
6734,4.986245692707028e-07
9807,0.0003439523285918773
158326,0.00022920309406350374
9914,2.827413018887957e-08
51513,6.0971624829849986e-05
1635,6.727613048425083e-05
440138,0.0001351311739740113
51337,0.0001578739851231773
64744,9.202833031646662e-08
140739,2.7976863198636123e-06
952,2.3525324168569845e-07
5600,5.391209196062862e-06
8428,0.0
255061,1.2144863645229485e-06
112869,0.0010873710918090126
9477,0.0
79027,0.0
7884,9.999154783352944e-07
116092,0.0
57628,0.00020467465361950247
25804,0.0004391336841834711
84896,4.813975046833817e-06
22871,0.0011804562870706703
8624,4.393987724364426e-05
976,0.0007637217672547349
5829,1.1461538554626019e-06
23143,0.0008674698455547617
4081,9.939096937794575e-07
84376,1.3710905700962385e-05
3223,0.0
5621,0.0
7389,0.00031693617658745703
65080,0.0
26272,3.357618703957798e-06
57473,0.0
56246,1.5655469754524743e-05
8237,2.791883993194115e-06
84680,3.78797080336739e-06
10128,0.00022950315893323584
85300,0.00019195018350292485
10948,0.00031588033594773913
2207,0.0
155382,1.3056170524026438e-05
94086,0.00015460429671123924
23636,5.3852439468225025e-06
9975,1.2261578800327289e-05
50944,0.0
10734,0.0
8621,0.0009289084974964173
3426,0.0
50810,1.3003781529548755e-05
100287932,0.0
5447,0.0
284001,0.0008774885815717588
6548,1.3353345653738209e-05
57035,2.8846085138413343e-06
26873,5.573096993804615e-07
100290337,1.0999090408883408e-07
57684,0.0001756892001747194
10552,8.970800786175496e-05
26112,7.250023251872909e-06
57536,2.7292067190447652e-05
57535,0.0
23165,0.00015239035898535872
23235,4.7280932770612446e-05
83460,1.2527988735924925e-05
2981,0.0
79586,0.00028922617414645264
8863,0.0004478195871228312
80328,0.002219629508757479
653499,0.0
92344,3.3354273636623833e-06
6165,0.0
1613,2.4237176071587477e-05
84074,0.00016060067025717615
6017,0.0
85397,0.00010251471850730029
25920,0.00015526468955967752
6259,0.0008308906394405262
6617,0.0
3904,7.108667093599748e-05
55814,1.367954674625988e-05
1511,0.0
10013,0.0
56301,9.566966146892906e-06
10417,0.0
143244,0.0001545740148157872
220441,0.00043804848518644697
51194,2.490153259014359e-07
6723,0.000357474986703854
727787,0.0
55299,7.10601485680645e-08
34,8.672609857160414e-05
9737,0.00012007011528278128
969,0.00039668192887318504
1629,0.0
25759,0.00012312599826281307
51471,0.0
9543,2.9166936928541344e-05
9982,0.0
389136,0.0
56945,1.3536879267907953e-05
2288,7.980306401578417e-07
128853,5.404915594545606e-06
818,0.0
340273,0.0
259197,1.9021374493344454e-06
54935,2.6064839816090297e-05
2280,1.1279280120844531e-07
9619,0.0
124925,4.7034643055745776e-06
55643,6.198471959384772e-05
6100,2.949153623186319e-05
3661,1.1621972210887727e-06
9847,1.2485485689434206e-06
4541,2.0553955532542953e-05
283455,0.00019574403299497402
1513,0.0
1852,5.622194958809322e-06
374650,5.804555421884373e-06
7984,4.148727898903145e-06
54920,8.732480971456048e-06
152573,0.0
79726,0.0
57673,2.4834326341610297e-07
54910,0.0003022296246021698
5520,0.05687887379087663
10181,8.420334256578883e-05
9585,0.00016148525806680233
8570,0.00029176786442402906
11257,2.4225493379965083e-05
4135,4.088448131076316e-05
6504,1.2522263736406918e-05
2186,4.81203697112717e-07
64218,0.0009731673745548264
387753,0.00015200125388909884
28955,3.509193149747442e-05
10140,0.00016485007193508812
2885,9.261298853813527e-05
5175,0.00011205158920454293
962,0.00032173166113428584
5978,6.616226890406969e-05
9832,6.760301949322178e-05
55626,0.00043609451082371486
266747,1.0556462763977635e-05
79864,0.0
221833,0.0
8697,0.0
23549,1.0439757013005989e-07
64866,0.0
7278,5.749768967979994e-05
1993,8.539517006206124e-06
760,3.3695314161835907e-06
51692,0.00014598532691392842
51690,0.0
51341,0.00030514037661786723
55082,3.6721638559722685e-06
56996,0.0004142865080836473
126969,2.613923529653204e-07
85437,1.133809456567971e-06
10520,0.0
4179,0.00031662012383195466
80830,4.737675893723794e-05
116285,0.0
5075,0.0003773922907951285
25960,0.0003016881283256822
5867,9.732991056083042e-08
1949,1.5861690087203838e-05
3751,1.0265984087555678e-06
128272,5.444410625695449e-07
6539,0.0
7639,0.012059609266871763
7556,1.1323357576402353e-05
3895,8.429093066658358e-06
4440,0.0
283337,0.0002632396296982674
11041,2.008738250169513e-05
114548,0.0
57716,3.236060133224446e-06
55695,1.4011984454390715e-05
51710,3.852420843149963e-06
8517,0.00029033798723970643
9638,4.9249123934773674e-05
57540,0.00031965585215688397
733,3.805728241646314e-06
6844,0.00015111253258723073
414318,0.00025423088506968555
84270,0.0003998150047660336
139716,5.348362412606084e-06
