,CV1,CV10,CV2,CV3,CV4,CV5,CV6,CV7,CV8,CV9
0,0.7128712871287128,0.64,0.7227722772277227,0.7079207920792079,0.7326732673267327,0.6831683168316832,0.6683168316831684,0.7227722772277227,0.7128712871287128,0.681592039800995
