Q9H221,0
P45381,0
P05093,0
P01034,0
Q03692,0
P15848,0
O00300,0
P12111,0
P39060,0
Q9NZJ4,0
P82251,0
P28358,0
P32929,0
P82279,0
P08F94,0
P20711,0
O15013,0
P19526,0
Q8N726,0
P57679,0
P07602,0
P58335,0
P24043,0
P10523,0
P30038,0
Q13753,0
Q9GZV9,0
Q04671,0
Q05823,0
P08686,0
O76082,0
P51687,0
Q9Y619,0
P06276,0
Q9Y6H6,0
P54803,0
Q9Y6J6,0
P11509,0
Q8NBK3,0
Q15465,0
P23109,0
P38435,0
O43520,0
P07911,0
O95450,0
P11498,0
P24557,0
P22105,0
Q6Q788,0
P07101,0
P16278,0
P42898,0
P38484,0
P38571,0
P43251,0
P40879,0
P31327,0
P43235,0
P20062,0
Q9GZR5,0
O15119,0
P59533,0
Q12866,0
P14679,0
P08519,0
P43681,0
P31271,0
O43819,0
P35555,0
P29460,0
O15528,0
P12955,0
P12107,0
O00358,0
Q14654,0
O43525,0
Q04446,0
O15305,0
P11230,0
O95677,0
Q9UJS0,0
P69891,0
P31639,0
P42357,0
Q9NQW8,0
P02753,0
P36551,0
P48509,0
Q99958,0
O15353,0
Q96A29,0
P41159,0
O60706,0
O60779,0
O43405,0
Q8TF17,0
Q9BX84,0
P12271,0
Q14032,0
P00450,0
P80404,0
Q16678,0
O95452,0
Q13510,0
Q9BXJ7,0
P02655,0
P30613,0
Q9H161,0
P00367,0
Q5JVL4,0
P13646,0
Q9NPJ1,0
Q9UM01,0
Q96Q42,0
O75462,0
O95389,0
P12035,0
Q10469,0
P14770,0
Q86YV9,0
O43772,0
P11277,0
P02679,0
P17050,0
P14410,0
P31513,0
P12110,0
P09417,0
Q13825,0
P08779,0
Q9NTQ9,0
Q9UHK6,0
Q14055,0
Q9H222,0
P35499,0
P19099,0
P10746,0
Q99453,0
O60806,0
Q15526,0
P50053,0
Q9GZX3,0
O75342,0
P05164,0
P42701,0
P16219,0
P15538,0
P53634,0
P27169,0
Q9BZ23,0
P35523,0
Q7Z4S6,0
Q86UK0,0
Q9H3H5,0
Q14117,0
P17900,0
Q9Y6C5,0
Q9Y672,0
Q9Y287,0
Q9H9S5,0
O00294,0
O43612,0
P02675,0
P22735,0
P54098,0
P69892,0
P55809,0
P23141,0
Q12948,0
P03999,0
Q15835,0
P13535,0
O43526,0
P17405,0
P54710,0
Q14050,0
Q09428,0
Q92911,0
P04196,0
P49747,0
Q04844,0
P63092,0
P84996,0
Q5JWF2,0
Q07837,0
P04156,0
P07357,0
Q86UK5,0
P07988,0
O95340,0
P07358,0
P04424,0
O43556,0
Q92781,0
P14138,0
O95342,0
Q14376,0
P54840,0
P28330,0
Q99456,0
P40225,0
P11488,0
Q6VVX0,0
Q13751,0
Q969F9,0
P50336,0
Q9NZB8,0
P23786,0
Q15049,0
P11511,0
P20396,0
P35527,0
P45379,0
P00568,0
P27352,0
P09758,0
O43511,0
P48637,0
Q58EX7,0
P53420,0
Q9Y6A1,0
P04181,0
Q13621,0
P51788,0
O60938,0
P01270,0
P08236,0
P23409,0
Q9UPZ3,0
Q96MS0,0
P51798,0
P04066,0
P35573,0
P00995,0
Q9NRM1,0
P11310,0
Q9NZW4,0
P01229,0
P51649,0
Q9NYJ7,0
P32754,0
P43080,0
P50443,0
O95954,0
P07099,0
P05166,0
P38935,0
P10253,0
Q16143,0
P13942,0
O60931,0
P05155,0
P03951,0
Q99643,0
P30566,0
Q13698,0
P07686,0
Q01718,0
Q93099,0
