Gene_ID,Average Shortest Path to all Disease genes,Local Clustering Coefficient,DegreeCentrality,ClosenessCentrality,BetweennessCentrality,EigenvectoreCentrality,PageRank,ConnectivitySignificance,isArticulationPoint,Modularity
10219,4.852652259332023,,0.000900360144057623,0.2745154579720294,1.1639668676073805e-05,0.0002227926825858328,9.81330968600394e-05,0.6146202577769075,1.0,-0.0003667242821160142
64207,4.810085134250164,,0.0007503001200480191,0.2746568849688827,1.9812716115247196e-08,1.2286415893630067e-06,7.170737349570246e-05,0.7839924288418946,1.0,-0.0001833621410580071
6584,4.834970530451867,,0.0011254501800720287,0.30796959123784,1.9866845646334187e-06,6.522761821030725e-06,3.400813722398637e-05,0.6146202577769075,1.0,-0.0003667242821160142
6503,4.180091683038638,,0.0007503001200480191,0.27162858947969104,6.442094942769128e-06,6.7665861314876686e-06,1.825047151628684e-05,1.1466594393724916,1.0,-0.0006286561399928072
7323,3.905697445972495,,0.0006752701080432173,0.2800176481711032,0.00024484611043961585,0.004033155669636578,2.957872665547451e-05,21950.717214315813,1.0,-0.00233116401347082
23529,5.091683038637852,,0.000825330132052821,0.3066939733529696,4.69189970815477e-06,5.7257559361482484e-05,2.278988346984779e-05,0.6146202577769075,1.0,-0.00027504321158701087
10361,4.502292075965946,,0.00015006002400960383,0.263732784549628,2.3370180983582682e-05,0.001318053358699419,0.00011288388394240859,0.3643572007873767,1.0,0.0002881545652972135
3860,4.091683038637852,,0.00015006002400960383,0.2157542007964516,6.554115518173043e-07,8.350213748404691e-07,3.180473166990929e-05,25.705650732391916,1.0,-0.0016894949252102376
27040,3.9142108709888666,,0.0009753901560624248,0.3148891934035817,1.1335741515000365e-05,0.00029293093398013016,1.9043334495896646e-05,10.70238209451697,1.0,-0.0005893220788621963
57161,4.319580877537654,0.5333333333333333,0.00015006002400960383,0.2627242262960773,0.0,0.030426825587337662,3.3355594457338675e-05,0.4265969400351014,1.0,-0.0006420731674893936
6818,4.489849377865094,,7.503001200480192e-05,0.21394288649533685,0.0016535209227940561,5.582200629233396e-06,6.738106773657877e-05,1.0738107614311914,1.0,-0.00044529399893481446
5229,5.281597904387689,,7.503001200480192e-05,0.203779585346462,0.0,0.00013234717036937765,5.3976038801070646e-05,0.8854377672743642,1.0,-9.168107052900357e-05
10006,3.9305828421741977,,0.00030012004801920766,0.2414405275171189,2.661192682532509e-06,0.000184526564725777,0.00010251457018310895,75.98590663723157,1.0,-0.0018597457125580374
200558,4.256712508185986,,0.0005252100840336134,0.28809199576335304,0.0006759779891095241,2.594131356469714e-05,2.151168984476808e-05,1.1636945462317638,1.0,2.6222707420418428e-05
51780,4.929927963326785,,0.00022509003601440576,0.2268557130942452,2.0925275325081548e-05,3.78674626306983e-11,3.2682633867233946e-05,0.7839924288418946,1.0,-0.0001833621410580071
23373,4.3686967910936465,,0.00015006002400960383,0.2853961456102784,0.00015006002400960383,0.0028042651322185376,0.00013076294552713964,0.5441868518763193,1.0,-0.0004584053526450171
83591,4.845448592010478,,7.503001200480192e-05,0.2465500018498649,1.2159826066187395e-06,1.33632566835576e-06,2.8076464129586232e-05,0.8854377672743642,1.0,-9.168107052900357e-05
84445,3.8068107400130975,,0.0015006002400960385,0.30085099659149905,0.0,1.7237610469303243e-05,0.000429579186242079,,1.0,-0.00539587499661615
645455,4.400785854616896,,0.0006752701080432173,0.2967052537845058,6.424015833160085e-05,2.4796282668146825e-05,1.8810662224436638e-05,2.7055769862543846,1.0,-0.0007072258568116143
26354,3.907007203667321,,0.0007503001200480191,0.2765948615780517,2.053534402351057e-06,0.0005594152502771826,1.3592904543837555e-05,,1.0,-0.008604712465131283
729428,5.016371971185332,,0.005927370948379351,0.2945414364640884,0.0,7.575482396344021e-05,7.267779082041005e-05,0.7839924288418946,1.0,-0.0001833621410580071
5110,3.906352324819909,,0.0010504201680672268,0.3046191118323315,7.450080674874587e-05,2.2968674760775437e-05,7.248458770593763e-05,0.008247747020210063,1.0,0.0030386850866097504
5546,4.353634577603144,0.3333333333333333,0.00022509003601440576,0.2897328318949588,9.292140826750971e-07,0.00045910601019267736,6.104550966439632e-05,0.6146202577769075,1.0,-0.0003669270871163178
1727,4.6784544859201045,,0.005327130852340936,0.32644263740570195,8.022381135258299e-07,1.3112601280451513e-06,4.381257725028145e-05,0.5999269929195792,1.0,0.0001964734947682105
54596,4.953503601833662,,0.0006002400960384152,0.30675750322224266,2.3526275154542707e-05,2.1884859781623402e-05,3.0172134594029906e-05,0.8854377672743642,1.0,-9.168107052900357e-05
10045,4.242305173542896,,0.0024759903961584628,0.3098381997396318,2.827721625085685e-06,2.8964191275770612e-05,7.254064154572485e-05,0.3776993625367077,1.0,-0.0006417674937030128
29844,4.210216110019647,,0.028436374549819926,0.3912864775996712,0.00015623625976229612,0.0020794150939171764,0.00021732849728240436,0.7148847772917243,1.0,-0.0020038721979278684
5305,4.2796332678454485,,0.00022509003601440576,0.2681474328021889,3.960444469364963e-06,0.0005569674413993816,7.03295979130606e-05,0.9658166748886078,1.0,-0.0002619318578768063
2321,3.982973149967256,,0.0013505402160864347,0.31869918699186994,8.31432356935945e-05,0.00015603037141684618,9.946488208833262e-05,0.4085523437320479,1.0,0.001637246321254291
54552,4.674525212835626,,0.004801920768307323,0.3387900355871886,0.0,0.0001369512525698675,2.932665407871644e-05,0.6146202577769075,1.0,-0.0003667242821160142
4007,4.091028159790439,,7.503001200480192e-05,0.25820950462057074,0.0002069008397141852,0.0024328676023603066,0.00012673105313461722,0.8063368263606071,1.0,-7.856971681879875e-05
80233,4.428945645055665,,0.0004501800720288115,0.25506181344968804,4.6533527348145095e-07,0.00039193025886605297,2.4411862314444385e-05,0.010906339546257918,1.0,0.0017027046843628726
984,4.1067452521283565,,0.000825330132052821,0.2941643859804008,0.0,0.005222986176003323,2.8279823848533574e-05,0.1425681043222625,1.0,-0.0014668971284640569
5173,5.546823837590046,0.0,0.01140456182472989,0.35446808510638295,2.315671560129213e-05,0.0001058701613889236,6.279877838866879e-05,0.8854377672743642,1.0,-9.173880534538671e-05
55319,4.3549443352979695,,0.0003751500600240096,0.2853900344746365,1.3779746717230136e-05,0.0010253236318141677,5.87561809710436e-05,0.7082827927115789,1.0,1.311135371021085e-05
537,5.142108709888671,,0.00015006002400960383,0.2391058646238855,0.0011044610134569477,1.0694826784481913e-05,5.057422722153434e-05,0.0001439450401191799,1.0,0.001689593330652677
84918,4.596594629993451,,0.00030012004801920766,0.2908519553072625,0.0011741990399458467,0.00011294614548770438,3.043739806856947e-05,0.8854377672743642,1.0,-9.168107052900357e-05
374403,4.700065487884741,,7.503001200480192e-05,0.23745724059293044,0.0,4.578313836214054e-05,5.3174289018236484e-05,0.4818201960060747,1.0,-0.0005500864231740217
5757,3.836935166994106,,0.0005252100840336134,0.3001058296368017,9.253913315820727e-05,0.0008889211580405373,1.5282089108193037e-05,2.5835883930304773,1.0,0.0015717879581456922
9536,4.377865094957433,,0.00022509003601440576,0.2766809906375205,3.604136429068579e-07,0.039024507747169083,1.6835335842379365e-05,0.2621238102637884,1.0,-0.0010084917758190334
64866,4.0982318271119835,,0.0004501800720288115,0.24659105626376066,8.394296348509702e-08,0.0001258710911427835,0.00010378944110645169,0.8063368263606071,1.0,-7.856971681879928e-05
51058,4.976424361493124,,7.503001200480192e-05,0.2728407951032775,0.00017816270088184485,4.879866833705882e-05,1.709172737838574e-05,0.8854377672743642,1.0,-9.168107052900357e-05
23403,4.860510805500981,,0.0006752701080432173,0.2836468885672937,5.6925660368612686e-06,5.5347392806406004e-05,1.4248336002626474e-05,0.8854377672743642,1.0,-9.168107052900357e-05
9271,4.3575638506876215,,0.000900360144057623,0.29980879541108985,0.00031066273122051536,2.2879504578581767e-08,1.5998131194986358e-05,0.03235196150516551,1.0,0.0009430334127104396
56928,4.931892599869023,,0.0025510204081632647,0.32716382738475136,3.334121050837719e-07,5.776289008543963e-06,2.4405394571685903e-05,0.8854377672743642,1.0,-9.168107052900357e-05
114049,4.503601833660774,,0.00015006002400960383,0.2403563506519269,0.00021277747106326705,1.6331010682931627e-06,2.8454021324365693e-05,0.7839924288418946,1.0,-0.0001833621410580071
116832,5.1067452521283565,,0.00022509003601440576,0.3025515300099882,3.7790818944920615e-05,6.909291439696731e-06,0.0001962109997695712,0.8854377672743642,1.0,-9.168107052900357e-05
9532,4.030124426981009,,7.503001200480192e-05,0.2074429173994926,0.0,0.0016629046665818813,8.206998904622794e-05,0.1938743932587076,1.0,0.0021087630276094955
124637,4.665356908971839,,7.503001200480192e-05,0.25820950462057074,8.601050836904206e-05,0.0007540316522600887,3.703443161711924e-05,1.826403589293895,1.0,0.001087159898080266
25957,4.4734774066797645,,0.00015006002400960383,0.25779995744598544,0.0001041159299126942,0.00013252252759564357,4.9778866260344954e-05,0.246885969035216,1.0,0.0003798356358262181
4671,4.573673870333988,,0.0005252100840336134,0.2753605222924673,3.0094957374406607e-06,0.0005470204642823752,4.2012335274949185e-05,0.4818201960060747,1.0,-0.0005500864231740217
25901,4.557301899148658,,7.503001200480192e-05,0.25157612593906903,7.844275459967905e-07,4.491163182653749e-06,2.8507245501260536e-05,0.4818201960060747,1.0,-0.0005500864231740217
57568,5.360838244924689,,0.004651860744297719,0.3355910864912501,5.349590172534598e-05,0.0008599881064195159,3.6577682298647145e-05,0.8854377672743642,1.0,-9.168107052900357e-05
5217,3.9731499672560577,,0.00015006002400960383,0.25618452666987024,0.00017115381875079305,0.00012562971056246682,0.00011339520182737124,18.76073578034436,1.0,0.0005501848286164602
9284,4.641781270464964,,7.503001200480192e-05,0.2786127892635408,6.2171338654474855e-06,6.480085249581464e-06,3.6768334911141433e-05,0.8854377672743642,1.0,-9.168107052900357e-05
9479,4.011787819253438,0.15725806451612906,0.0006752701080432173,0.3005118261144055,6.56717501149021e-07,0.0006135361648636647,2.9977657336170905e-05,0.3951408804550684,1.0,0.001562251202245163
6942,4.160445317616241,,0.0015006002400960385,0.3175450300200133,0.0,3.142785484830235e-05,2.1882498162256243e-05,0.8924576671161474,1.0,-7.856971681879872e-05
3953,4.046496398166338,,0.002025810324129652,0.3125190517504162,0.0,0.00027171101273704,6.714316482730808e-05,0.0577129694858682,1.0,0.002095651673899299
5792,4.094302554027505,,0.0003751500600240096,0.26805575109108826,6.553547296620771e-06,5.690998024563749e-06,7.361049010065252e-05,0.03590526360941545,1.0,0.002763641875022723
775,4.08120497707924,0.04411764705882353,7.503001200480192e-05,0.2224967446829822,4.158035558977661e-06,0.00015722886708903234,0.0001461352605892805,0.4394896307562045,1.0,0.0009706509065765246
286827,4.437459070072037,,7.503001200480192e-05,0.24224799156639645,2.281664780174144e-05,1.958165654595544e-05,1.7201711975752653e-05,0.4839456598975898,1.0,0.0001964734947682115
339965,4.4191224623444665,,7.503001200480192e-05,0.23304773561811504,0.00015276264731672192,1.3497587464287927e-05,2.9443089236729516e-05,0.296067421039976,1.0,-0.0009168107052900342
3845,4.086444007858546,0.11,0.0006002400960384152,0.3020646828184847,2.623943493883317e-05,0.0009249180209932213,0.00014259513565811145,0.13133171851008904,1.0,0.0015481629689317374
886,4.87819253438114,,0.001800720288115246,0.2910297842606341,1.0334426779101965e-09,0.0005048604854490717,3.370225329901071e-05,0.5441868518763193,1.0,-0.0003667242821160142
79137,4.6339227242960055,,0.00030012004801920766,0.2251009137124424,0.0004214540669248013,2.4315424663770152e-05,4.1406304272780294e-05,0.6146202577769075,1.0,-0.0003667242821160142
91523,4.607727570399477,,7.503001200480192e-05,0.25601721124109184,1.4898208265532282e-06,0.005839533243364811,2.870762821491679e-05,0.7839924288418946,1.0,-0.0001833621410580071
337876,6.176817288801573,,0.00015006002400960383,0.28186528497409324,4.633406693977183e-06,1.4318244768532451e-08,0.00018358474705999908,0.5999269929195792,1.0,0.00010479242423920795
4436,3.884741322855272,0.19285714285714287,0.00022509003601440576,0.2582045023053973,1.0120117189295075e-05,0.0003298223314221099,1.6607406283751378e-05,5.35191482973768e-06,1.0,0.0072292237102570675
150221,4.810740013097577,0.0,0.00022509003601440576,0.2578348680646909,0.0,0.00096753521669563,0.0005171410212413981,0.05247689370012997,1.0,0.0005635691894121533
1859,4.160445317616241,,0.0015006002400960385,0.3181438426467429,5.464065206683313e-05,3.14850336420625e-05,2.9891542076429658e-05,2.173645928268583,1.0,0.0001310151316596129
2253,4.770137524557957,,0.00022509003601440576,0.2735912963153033,3.993295845236758e-05,2.6347055454701426e-05,0.00011393523706300395,0.0008923814756420477,1.0,0.0015979122601236725
1830,4.551407989521938,,0.0022509003601440575,0.3246930422919509,0.0006496158049032886,2.744406626813852e-05,1.4297309382729058e-05,0.3643572007873767,1.0,0.00028815456529721425
51529,4.453831041257367,,0.0003751500600240096,0.3064401168004047,0.00012558918722320648,0.004554331969578872,1.9043334495896646e-05,1.1505981924414894,1.0,-0.0007203372105218282
9837,5.661427635887362,,0.00030012004801920766,0.27431205878115544,7.115377664235546e-05,0.0008034617344893727,4.376629050085967e-05,0.6941630269628841,1.0,-0.00027504321158701087
9149,4.130975769482647,,0.002626050420168067,0.32869685311236063,3.585039440527697e-06,2.824108391711051e-06,3.462452410291064e-05,0.036464532551483964,1.0,0.0018991781791311106
9853,4.313686967910937,,0.0009753901560624248,0.28204422812400803,0.0005031509000114813,0.0005119814918682869,4.5560025601985326e-05,0.4265969400351014,1.0,-0.0006417674937030128
2251,4.770137524557957,,0.0011254501800720287,0.25544801149976043,8.952890429898186e-05,0.0006471039819904672,0.0005873208895761926,0.0008923814756420477,1.0,0.0015979122601236725
9134,4.313686967910937,,0.003451380552220888,0.3150306095917933,0.00025847432090437666,0.042213828927329486,8.966151173732009e-05,0.8924576671161474,1.0,-0.00017025078734780112
83900,4.943680419122463,,0.005327130852340936,0.33329165520518145,4.612862825929878e-05,0.00032567943855470286,5.8397550258118445e-05,0.7839924288418946,1.0,-0.0001833621410580071
64951,4.488539620170268,,0.0012755102040816323,0.3092773936046781,0.0,0.0008269160798851313,1.7490144017053146e-05,5.034143138881277,1.0,-0.005186486959022594
25841,4.282252783235101,,7.503001200480192e-05,0.2944763588157313,0.0,6.356411161824129e-06,1.6056054142371254e-05,0.5441868518763193,1.0,-0.0004584053526450171
83862,5.237721021611002,,0.0010504201680672268,0.2917943777914003,2.4884091446419448e-05,0.00055697879051253,2.787207485696621e-05,0.05247689370012997,1.0,0.0005631977768842323
51339,4.520628683693517,,0.004726890756302521,0.32225150511376,0.0,1.717738652766579e-05,3.2061027047652194e-05,0.3643572007873767,1.0,0.0002881545652972145
51035,4.051080550098232,,7.503001200480192e-05,0.2505545738241155,0.0004206594863953384,0.010727392538596465,0.00023986627707774444,24.658079644245586,1.0,-1.3012948267772978e-05
54149,4.267845448592009,,0.00015006002400960383,0.2628693148199282,6.228729581233823e-06,0.002980619580632275,2.124850412425415e-05,0.7839924288418946,1.0,-0.0001833621410580071
23295,4.404715127701375,,0.0007503001200480191,0.30318471337579617,0.0,9.113340283646193e-06,7.855490743311329e-05,0.23206951845775114,1.0,-0.0011001728463480435
10534,4.187295350360183,,7.503001200480192e-05,0.24200167047971816,0.002219629508757492,0.04213708407878907,6.736573750682403e-05,7.5825111693767795,1.0,-0.00022259779674619107
63891,4.37721021611002,,7.503001200480192e-05,0.2387674668577571,0.0020676932201924877,5.032181574889297e-07,6.723587775758519e-05,0.3344032941789605,1.0,-0.0008251296347610295
3682,4.671250818598558,,0.0011254501800720287,0.3223138497255205,0.0,4.140387052464199e-07,1.417126012199274e-05,0.3643572007873767,1.0,0.0002881545652972113
65268,4.104780615586116,,0.0012755102040816323,0.30829728666928824,6.074436866515619e-06,0.0009618109612278873,1.5112186786921051e-05,0.00839906163904453,1.0,0.0014145501190656654
55703,5.039947609692207,,7.503001200480192e-05,0.2317590596090979,0.0,0.00033701075688235394,0.00016278790771931455,0.7839924288418946,1.0,-0.0001833621410580071
2921,5.220039292730845,0.0,0.0006002400960384152,0.29594759631397805,3.8823182672961926e-06,0.00010097950724676062,2.6218635627290164e-05,0.0027502181514151825,1.0,0.0011271430678685126
4193,3.6221349050425666,,0.0010504201680672268,0.3001193451777793,0.00033922004205024777,0.0002594402684320851,0.00010090518529683312,,1.0,0.004833366057829049
284185,4.912246234446627,,7.503001200480192e-05,0.2944763588157313,0.0002839641472282556,8.014758457801938e-06,5.206316796655694e-05,0.8854377672743642,1.0,-9.168107052900357e-05
114548,5.192534381139488,,0.009453781512605041,0.3398959502193206,1.6819619557631308e-06,8.648800440478336e-05,1.556697538989905e-05,0.6941630269628841,1.0,-0.00027504321158701087
137886,4.623444662737393,,0.0014255702280912366,0.25212341335149346,5.430074626360868e-07,3.111016794407689e-05,1.816316526233361e-05,0.7082827927115789,1.0,1.311135371021572e-05
112869,4.376555337262607,,0.0011254501800720287,0.3074084325122244,0.003605158383759736,0.0010638605840770524,0.0005232956395849765,0.20545915916624494,1.0,-0.0011918539168770481
55179,4.856581532416503,,0.0003751500600240096,0.2704271076392412,6.855395657078511e-09,0.00011708685749665744,0.0001957804878986923,0.05247689370012997,1.0,0.0005631977768842324
56265,4.550098231827112,,7.503001200480192e-05,0.25862035509847675,2.4390677043728e-05,0.0004756541434670871,2.197613292784411e-05,0.8854377672743642,1.0,-9.168107052900357e-05
957,4.899148657498364,,7.503001200480192e-05,0.2322315345611681,0.0007574150400255816,5.1227594124020566e-05,9.21770281769952e-05,1.133200367362723,1.0,-0.0005369750694638103
56144,4.14603798297315,,0.00022509003601440576,0.29155182219888875,2.7626478017693982e-06,7.080127146092611e-06,3.628133584987724e-05,1.7205077131393618,1.0,-0.0002488205041666015
999,3.765553372626064,0.07214924804873406,0.0005252100840336134,0.2702680780305796,1.6850185315251398e-05,1.7942091215693004e-06,1.4309357802202588e-05,inf,1.0,0.002935130665234084
