53340,7.910104704311585e-07,,
64963,4.8240862274105056e-05,,
57464,9.174056505615857e-07,,
283450,0.0,,
10650,0.0,,
8859,0.00010884836248890106,,
55160,4.556270493848325e-05,,
27291,0.0,,
23432,0.0,,
133746,1.4718012461434602e-06,,
286343,0.0,,
84254,2.1923660304594378e-05,,
3884,6.060615703128599e-05,,
387753,0.0,,
65990,1.4480899833000465e-05,,
6134,0.0004653198338155758,,
6419,0.0,,
7780,0.0001825191376354358,,
51714,8.547937828454847e-07,,
63935,0.0004015327387823062,,
55758,7.363031637389991e-07,,
84939,0.00029544856056776145,,
1369,2.9768488275061127e-05,,
64983,0.0001742255287660846,,
29780,0.0,,
1143,7.235752461436197e-07,,
57626,0.0002546916106068911,,
1298,0.0,,
5649,5.759630720316702e-06,,
55778,2.841309303019459e-06,,
84693,7.42339809899333e-08,,
6676,1.413438954052972e-05,,
4854,0.0,,
3398,0.0006468754560160029,,
64225,6.236533394286952e-05,,
79948,1.665635061158935e-05,,
474382,0.00010832587991552345,,
80789,0.0,,
253725,1.3217352806658726e-06,,
64976,0.0,,
64651,0.0004660635590640524,,
27165,3.5331323733143484e-06,,
100505793,4.491788597643428e-06,,
125,6.739906840657547e-06,,
49,2.129289536246401e-06,,
23014,0.0,,
114885,0.0,,
89797,0.0003150047300473637,,
28971,0.0,,
23076,3.063230593069871e-05,,
2893,3.143462049604023e-05,,
7168,0.00020493466034484238,,
9457,8.749999609215743e-07,,
8841,3.40188767331604e-05,,
5984,0.0010355979656927014,,
115290,0.00021103628853245517,,
93185,4.768871448770327e-07,,
10627,4.035595613552332e-05,,
27434,7.029310822125224e-05,,
7572,0.0005521252661376387,,
23473,0.0012802030562321007,,
9652,2.8692092416193305e-05,,
3684,6.76821324869811e-06,,
10001,9.05709219320757e-05,,
171558,5.397452383134721e-05,,
5141,0.0,,
23335,0.0005483287254494503,,
3680,5.143551288616948e-06,,
2358,2.0161411559350583e-05,,
729967,1.4720773877809943e-06,,
9312,7.394896975957983e-07,,
51073,8.283290712029302e-05,,
79755,0.00011172331589578639,,
57616,0.0,,
4126,7.403844039200475e-05,,
22990,1.7479341182874125e-07,,
8576,1.5344677115574573e-06,,
2591,0.0010244104865188733,,
50813,0.0,,
3930,2.2696886241625433e-05,,
55757,4.662852553110045e-05,,
5031,1.0967684286231282e-05,,
63905,1.6749877879285428e-07,,
3908,0.0,,
6330,5.610611930045395e-05,,
2058,0.0,,
84868,0.0002865673220748535,,
2831,0.0,,
100131997,5.629925114789669e-09,,
3973,1.895734336943941e-05,,
79780,0.0003173981966973398,,
178,3.1224501063897223e-07,,
644186,0.00017549897484994258,,
665,0.0,,
2870,0.0003269698574207873,,
7409,6.359734779244943e-05,,
9136,0.000902070433857448,,
2634,2.016823786975491e-07,,
91355,3.692229054765285e-05,,
10208,1.4762383731989424e-07,,
158219,0.00034174813036445714,,
2661,0.0,,
4618,0.0008413066812446007,,
5788,1.6096951463337747e-05,,
9502,6.358540296235187e-06,,
2590,0.0,,
79814,0.0,,
56477,0.0003592892323862702,,
116085,2.870480353115221e-06,,
54474,2.1063682173715592e-05,,
3215,0.0007511959770113695,,
253461,3.933368127159804e-06,,
6598,0.0,,
926,0.0006799973599480336,,
220388,2.9115701654202015e-06,,
51497,0.0,,
9397,1.414202941371799e-06,,
92241,0.00020668078241593835,,
79009,5.362598458279754e-06,,
54819,0.0,,
26118,0.0,,
55798,0.00010896085540186494,,
2103,2.3952491385565786e-05,,
1447,1.3592378540672349e-06,,
6645,2.590185674203289e-06,,
55855,3.16307978522918e-07,,
55700,1.353036958752043e-06,,
165721,8.444790640408865e-06,,
5549,7.084639504198338e-05,,
51347,0.0003535172893231631,,
84313,0.002177429902025716,,
8682,0.0,,
6769,3.257895554021761e-06,,
55225,0.0,,
55000,1.7605835475901624e-06,,
3730,0.00018576776375054847,,
1128,0.0002587509169387383,,
3780,8.73274869970438e-06,,
23139,0.0,,
1968,3.620071205528585e-06,,
84960,9.237993328359858e-06,,
51307,7.740014050753739e-05,,
92129,2.7029524748386143e-05,,
3843,0.0,,
30827,7.355821845214416e-07,,
285135,2.7404973728907344e-05,,
65083,0.0,,
197257,1.8878540650784726e-05,,
6023,4.186275091332566e-05,,
439935,0.0003246236439627663,,
4338,8.299337316473527e-08,,
9276,0.00031439881367469226,,
23231,8.875228145698618e-06,,
5290,9.785815186458411e-07,,
28986,3.290006795671635e-05,,
201292,8.984279099396244e-07,,
374,2.5696333389107895e-05,,
57578,3.991657059652565e-05,,
23368,4.2201588681246725e-05,,
80222,0.0,,
1231,1.7470062683801336e-05,,
8538,0.0,,
10939,5.159215153255118e-07,,
79736,5.577202865434816e-06,,
6737,0.00021022526430064024,,
1088,0.0,,
57192,1.781223044998364e-05,,
8395,2.572884168770551e-05,,
10743,4.9797689584044236e-05,,
2913,2.3162894451735654e-06,,
142,1.1222291987289031e-05,,
3313,0.002000515693497558,,
4352,0.0006522707110940213,,
1999,3.5382357648705066e-05,,
4885,0.0007637969465323146,,
123887,6.31861310890119e-05,,
622,2.163946653225474e-06,,
59348,5.5670344631723345e-08,,
5977,3.859622159607835e-06,,
5862,0.0004193870433099234,,
152756,9.51108148253257e-05,,
8341,1.8481001595808348e-06,,
3621,0.0003196558521568843,,
9725,1.0742227609349023e-05,,
55272,5.191235789438838e-05,,
55312,3.5530565666371925e-06,,
26749,0.0,,
51513,9.384643342416088e-07,,
1741,1.1877111598644424e-05,,
54923,0.0005914908711057783,,
23145,1.1107961171169804e-07,,
10109,0.0001513548198380291,,
8293,1.1261906179278404e-06,,
5967,3.0448327135461475e-05,,
8607,0.0,,
731682,0.0,,
5923,0.0020632049615349787,,
51081,0.0,,
64096,4.991606027605028e-05,,
4512,1.2522263736406918e-05,,
59067,0.0,,
8938,0.00031758608808790293,,
23345,1.0314599178391029e-07,,
10164,0.0,,
9360,0.0005093702480345232,,
54680,0.0,,
80183,0.0001385032375132307,,
4256,8.18686485384848e-07,,
55159,0.0,,
84466,0.0,,
6206,3.213158587341458e-06,,
90070,0.00043026956649232733,,
51474,0.00012043909994520683,,
7579,8.376789845483665e-07,,
64343,1.766635524077155e-05,,
9050,0.0,,
5108,4.931817650790985e-06,,
2794,9.567492607314704e-07,,
1536,0.0003587738622687036,,
54838,1.6098354931576067e-06,,
23381,0.00015552660270386022,,
7678,1.2668155125989413e-06,,
22883,0.0,,
2525,9.902946674798326e-07,,
157922,5.5669036824526845e-05,,
387680,0.00018345646400429085,,
57511,0.0,,
29920,4.9383595379039e-06,,
126282,0.0,,
3066,0.0,,
6147,0.0001256294024697479,,
1001,1.3124567027892994e-07,,
92346,0.002266041892980756,,
5314,0.0002769112590928844,,
231,9.200637128091623e-07,,
54836,0.0,,
414157,7.863165167472968e-07,,
25929,0.0,,
51684,3.2987710041963744e-06,,
148022,0.0,,
124599,3.6462822202411236e-06,,
57585,0.000414870649186927,,
2922,4.293762728481399e-05,,
112970,0.0,,
22934,2.3351380045196931e-07,,
652,0.00015198189078132764,,
129807,0.0,,
275,0.00023153943320447336,,
9595,0.00030425368001267344,,
55238,0.00026343130201002566,,
8883,2.196233654494033e-07,,
112476,0.0,,
9540,0.0,,
3747,0.00011933614304602878,,
5317,0.0,,
154796,4.0842038059814435e-06,,
3224,1.4296107547431193e-05,,
254173,4.328206480836398e-06,,
2110,0.00010360511961846426,,
9270,2.1433493648503974e-05,,
4314,7.989763494700397e-06,,
1953,0.00017039370283652413,,
23493,0.00014935357730728736,,
55322,0.0,,
153743,2.0524297674607842e-05,,
3119,0.0,,
221656,4.1348049847084235e-07,,
7126,0.0,,
55328,0.0,,
8324,2.9486489025248493e-05,,
51105,0.0,,
6309,0.00016634102607590855,,
94104,4.109035059834269e-05,,
84163,4.4709238086361495e-06,,
29941,0.00030009752831874854,,
2173,0.0,,
5463,1.5338619565682004e-05,,
6700,0.0,,
10410,1.7921086159716016e-07,,
10787,0.0,,
90134,0.0,,
133396,0.0003166201238319541,,
64844,0.0,,
8468,2.4469727653439143e-05,,
9232,0.0,,
149233,0.0,,
8666,8.656564417048599e-07,,
9826,3.690038885400384e-06,,
8411,0.0001241179535533468,,
7727,4.057886867875282e-05,,
8460,9.143849604854825e-05,,
201163,0.0003015561602212885,,
64518,0.0003534009562671747,,
3537,7.301805810090443e-06,,
85465,0.0,,
5094,0.0,,
6416,2.8828326730859404e-07,,
9689,0.0006900650742812388,,
7849,1.4245952798593358e-05,,
63920,6.201871626673188e-05,,
