,CV1,CV10,CV2,CV3,CV4,CV5,CV6,CV7,CV8,CV9
0,0.5544554455445545,0.55,0.5396039603960396,0.5792079207920792,0.5643564356435643,0.5693069306930693,0.5594059405940595,0.6435643564356436,0.5594059405940595,0.6069651741293532
