,CV1,CV10,CV2,CV3,CV4,CV5,CV6,CV7,CV8,CV9
0,0.6237623762376238,0.48,0.6089108910891089,0.6188118811881188,0.5445544554455446,0.5891089108910891,0.594059405940594,0.5841584158415841,0.5841584158415841,0.5174129353233831
