,CV1,CV10,CV2,CV3,CV4,CV5,CV6,CV7,CV8,CV9
0,0.6,0.5384615384615384,0.675,0.5949367088607594,0.5384615384615384,0.5897435897435898,0.6794871794871795,0.5769230769230769,0.5769230769230769,0.5769230769230769
