,CV1,CV10,CV2,CV3,CV4,CV5,CV6,CV7,CV8,CV9
0,0.575,0.48717948717948717,0.575,0.6962025316455697,0.47435897435897434,0.5897435897435898,0.5641025641025641,0.4358974358974359,0.47435897435897434,0.5
