,CV1,CV10,CV2,CV3,CV4,CV5,CV6,CV7,CV8,CV9
0,0.675,0.5384615384615384,0.6,0.6835443037974683,0.5641025641025641,0.6794871794871795,0.6923076923076923,0.6666666666666666,0.6282051282051282,0.6538461538461539
