GeneID          Modularity
1     0.0006679902011234539
310     0.001126592364653316
1026     -0.0010605435688901673
2886     0.004007941206740627
6606     -0.0041518930904674905
6622     0.0018189927841142906
7083     -0.001846437547962985
10321     -9.168107052900435e-05
2     0.003693662339465352
259     0.0012442993317178994
309     0.0024139691916103454
348     0.0018512510637213775
351     0.010520046512692694
354     -0.000707225856811613
567     0.002675549867098947
998     -0.005420678116631142
2193     -0.0006417674937030101
2639     0.0045498663392638476
2669     -0.00130965928938403
2885     0.00397028003813124
3014     0.0006420627100303126
3163     -0.0016109252083914504
3309     0.0009707962669468794
3437     0.00031437727271762844
3553     -6.545836310860755e-05
3565     -0.00026186905170711176
3586     0.0005768368399897127
3817     0.00011790377794941616
3931     0.0007736852602305491
3952     0.0003934389430504225
4035     0.00210861159942559
4313     0.0010085901812614548
4653     0.0037197866414433356
4803     -0.0005369750694638096
4846     0.003575758561515963
5047     0.00011790377794941595
5154     -0.00044529399893481646
5155     0.0011539737788085346
5886     0.0009300204644426701
5908     -0.001624036562101654
6009     0.0007858939790728453
6462     -0.0001832637356155764
7001     0.004361554135146413
7045     0.0022659024612471323
7050     0.0013622031096673253
7276     0.0002037928947081946
7353     0.0007990053327830416
7372     -0.00017025078734780126
8728     -0.0005369750694638096
8764     0.0015602185015823483
8848     -0.0028156936680938088
9361     -0.0009036993515798187
9510     0.00019647349476821166
22976     5.244541484083562e-05
22983     0.0007204356159642643
23154     -0.0007334485642320348
23176     2.622270742043228e-05
24138     -0.0010084917758190265
26085     -0.0002750432115870107
51013     5.244541484084377e-05
51295     0.0027898645824431826
55729     -0.0006940160976589909
64223     -0.0010084917758190265
84106     0.000497739413775634
10     -9.168107052900435e-05
8260     -0.0003273902209853937
12     0.0007858939790728407
1215     -7.856971681879883e-05
1504     -0.0004586471362848841
1506     -0.0001833621410580087
1511     0.0015455652507252486
1990     0.00010479242423920867
1991     0.0023969175929067312
2064     0.0008123134973781177
2153     0.0014289932549880788
3211     0.000956144766420659
4312     0.002475487309725533
4485     -0.0004586471362848841
5422     -0.0014144517136232253
5970     0.0008257200674156055
9507     -0.0007334485642320348
64215     0.0006679902011234535
14     -0.0008251296347610369
3654     0.0027506289267549685
6293     -0.0034707693263919034
8553     -0.0005762107251519733
51497     0.0003537113338482386
55216     -0.0005369750694638098
64782     -0.0002094864430359862
81631     -0.003758825486246669
15     -7.856971681879898e-05
438     -0.0007989069273406265
2147     0.004486932332468767
4188     -0.012507664436748124
5566     0.02131042488372597
5567     0.012272742529830887
5568     0.01160475232870725
7534     -0.009913879727303166
16     0.00028838090764121764
1933     0.004099720682712069
2113     0.003499187515243509
3326     0.0012842238255031193
18     -0.0002488205041666017
216     -0.00030116751356498933
217     -0.0008323522367992756
218     -0.0007595728662100026
219     0.00035371133384824
220     -0.0006678917956810055
221     -0.0014930214304420197
222     -0.0006678917956810055
223     0.0001834605465004297
224     -0.0005724525836581843
501     -0.00048452965462298845
4329     0.0007335469696744799
7915     0.0013753144633774884
8659     -0.00010469401879677948
8854     -0.0002094864430359872
19     0.001195943068963853
316     0.00013101513165961749
335     0.005309306283200097
3984     -0.0011656312094566442
4008     0.00048513554699796936
5174     0.006038036112088895
5360     0.0015062311895946772
6390     0.0005894204843046262
6640     0.0015765691987245877
6641     0.0023575835317760983
6645     0.0018991781791311314
6721     0.0033531607647697506
7074     0.001181723542412683
7359     0.0005631977768842334
7402     0.002200444098138468
7508     0.001442654785278866
8572     0.00019647349476821017
8772     0.0009431318181528576
8777     0.00043481741363594315
8825     -0.001270423633695829
9231     0.00048462806006542813
9699     -6.545836310859538e-05
9826     0.0005108507674858306
23365     2.6222707420413048e-05
27295     0.0011263955537684667
50944     -0.00014402807992739262
51678     0.0007073242622540867
51735     0.0006679902011234418
55327     0.0002095848484784169
57120     0.0009431318181528618
64130     -0.00044529399893481646
20     -0.0003667242821160174
6667     0.023995398636487447
6670     0.010334131884126649
55755     0.0001310151316596156
22     0.0011263955537684667
2235     0.00019666085847265123
4609     0.0013647158370282924
23     0.0006685428220256878
3692     -0.0010999760354631891
5564     0.004518988785111268
23421     0.0018861652308633328
54984     0.0013342581503958185
55646     -0.006836549417659838
65125     0.001547628417892394
25     0.004437453538019388
27     0.0011788409686092375
29     0.0003798356358262202
58     0.007531352758858175
274     0.0011959430689638586
301     0.001244496142602725
322     0.001925400886551505
326     -0.0017470909802774174
472     0.013071861881314442
545     0.007465795990307215
558     -0.001270423633695829
598     0.0012837317982909253
610     0.0006679902011234431
613     0.002565734796343858
656     0.0009430334127104368
672     0.011692422445483047
675     0.004318616746214302
695     0.0024101273520593827
718     0.007460023155062948
729     0.0005763091305944281
831     0.0002375469794166673
842     0.0018599425234429293
847     0.003802955521442986
857     0.0008779555362133619
867     0.005095199510263363
887     -0.0003536129284058064
930     0.00041916969695683485
983     0.0015722799853578563
987     0.0003798356358262202
996     -0.001139408502036215
2533     0.002187332744428279
2534     0.009522605630287938
2547     0.008566067242097639
2550     -0.00034050157469560317
2571     0.0002489189096090289
2799     0.004613855381005042
2810     -0.0019381186184919384
2876     0.004623485993023239
2887     0.005396268618385819
2889     -0.0003273902209853977
2906     0.0008121166864932508
2954     0.0011395069074786506
2971     0.0015324538970150573
