Q9H221
P78363
P08185
P35548
O43933
O00754
O75443
Q12809
P56589
Q9H6K4
P08493
Q13485
Q9Y6N9
P05106
P36894
P31040
O43623
Q9NRA2
P15924
P15382
Q9UHF7
P25067
P23415
P57727
Q9UBR4
P35222
Q9UBV7
O00203
P98194
P08397
P40238
Q8N157
Q9NQE7
Q99250
O43505
Q86SU0
P15498
Q8WYP3
Q86SJ2
Q9UH73
Q9UPR0
P00751
O76041
P16885
O75417
Q9BWX5
O60423
Q7L513
P08243
Q9NZG7
Q9NS98
P08631
P09874
Q14134
Q99665
P32246
P07858
Q9Y615
Q96JQ2
O60928
P55073
Q9NZC7
Q96G91
Q92835
Q96PE3
Q8TE23
O95696
Q9C0B6
Q9H2E6
Q8TC76
Q9H857
Q99550
Q8NEB9
Q8WWG9
Q9H4L7
P17643
P03372
Q2Y0W8
Q6Q8B3
O15090
O95819
P20366
Q5ZPR3
O95267
A5PKW4
Q8N427
P80370
P63316
Q96NY9
Q9H2B2
Q15349
Q6ZMG9
Q96RP3
Q96L42
Q9BVV2
Q05315
Q9NP92
A3KN83
Q6Y7W6
P51668
Q709C8
Q9UGC6
Q8NDB2
Q9H165
Q9NWB1
Q9BZW7
Q9NXI6
P18850
P04179
O00533
Q99731
Q9BTF0
Q01860
O60284
Q9UKT4
Q96I25
Q96NL6
P14735
P51679
P13500
Q8IWZ5
Q9NUA8
P10415
O60245
P29320
Q96PK6
Q7Z4I7
Q05925
Q5SW79
P18428
P11474
Q13454
Q3KP66
Q9BRD0
Q9UJC5
Q13557
Q8IWU6
Q8IVF2
Q17RF5
Q96NJ5
P20138
Q15744
P02689
Q8TBR7
Q68CZ2
O43296
Q8N6D5
P01236
P36405
Q9P212
P50539
P24864
P02724
Q5JZY3
O95907
Q8N2H9
Q52LD8
P01374
O75367
Q7Z419
P24046
Q8NHJ6
Q8IUC4
Q8WYK1
Q9P219
P35232
Q96JQ5
Q8IZD4
Q16515
Q92882
P10767
Q13761
P51957
O43897
P43489
Q9NX94
Q9NZ71
P04141
P10321
Q99678
O14561
Q9GZP0
Q13115
Q86V21
Q9UBC1
Q9UF47
P01833
A2RRD8
Q8WUJ0
Q9H0U4
O43399
Q9P2W7
Q15124
Q12802
Q8WY22
A4D1E1
Q86UL8
Q8TDX5
O95183
Q56P03
Q8TCC3
Q8NFW9
Q9UG01
P61328
B1AL88
Q9P273
P08572
Q9Y6M7
O15392
Q68DA7
Q86VD1
Q6X784
Q92993
O15027
O94906
Q6XE24
P08476
O75864
P56945
O15524
Q01469
P05408
Q8N6R1
P01100
Q8N6M6
Q9Y2V7
P01889
P30480
P30486
Q29836
Q31610
Q31612
Q96HC4
O60315
P26196
Q5T5N4
Q13492
Q9NZ08
Q9BYE7
Q9UK85
P62877
Q92833
Q15111
Q86TP1
Q9UKF5
Q15572
P11308
Q9BVQ7
P23508
Q03591
Q9Y2B2
Q86XR8
Q9NY33
Q9NVF9
Q9H1H9
Q92686
Q96JE7
Q5T2T1
Q9ULM6
Q13795
P49286
Q5VWK5
P12872
P04440
P57729
Q9HB63
Q9UIR0
Q9NTI2
Q86XI6
P59646
O60575
Q14123
P08620
Q9HBW9
Q86VP6
Q9NP56
Q6DN12
Q9P2W6
Q4LDE5
Q6UUV7
Q9P2U8
Q96PQ7
O00481
Q9UJ68
Q8IUR5
Q9GZU7
Q6ZN17
Q96A44
Q9BS86
Q9NR00
Q5VIR6
Q92186
Q9NYW5
Q9HBL0
Q9UI43
Q16611
Q10981
Q96GV9
Q8WZ64
P78410
P40617
P56705
Q92688
P08254
P0C0S8
Q68DE3
Q9P2D0
Q86UY8
Q9Y485
Q8IXU6
Q15080
O75179
P05496
Q86XK2
P33763
Q9HBE4
Q9UMR5
Q9BZD4
P61925
Q9NRB3
Q9Y2I2
A8MV81
P23510
Q9UPQ3
Q53H47
Q9BSJ8
Q9UNN5
Q9NPH3
Q9H469
Q9Y4K3
P46977
Q05655
Q7L1S5
P49757
P40189
Q96A11
Q8IXZ3
Q8IWL8
Q9H1Y0
O60682
O14495
O60733
Q96KM6
Q9P107
Q15700
Q9HBI1
P52630
Q6VAB6
Q6NUN0
O75534
O60658
Q7Z5L9
Q9HB29
Q96IX5
Q99700
Q9UQB3
Q9ULB4
Q9UHE5
P11487
Q9BXA5
Q8N9I0
Q9HBW0
P61163
Q14624
Q14CX5
O75038
Q92963
Q5U651
O95714
Q07973
O14828
Q9NWQ8
Q9HB21
Q9GZQ4
P10909
Q9BYH8
Q9UJU2
P51681
Q9UIM3
Q8WUY3
P19320
Q03164
Q9UM07
P04844
P20700
Q08554
P01911
P04229
Q29974
Q9GIY3
P32971
Q6FHJ7
Q8N0X4
O00391
Q8NI17
Q96KC8
Q9HAU5
Q6ZMI0
P42772
P23919
O75363
Q99616
Q9UIQ6
P49715
Q3MUY2
P48061
P46459
P51826
P42261
Q9BWX1
Q8WY21
P13725
P56703
Q7Z7K6
Q96QB1
P40763
Q9UBM1
Q9HC38
Q86TN4
Q07343
O95388
Q15054
O00220
Q9H0M4
O75077
P26358
Q13530
Q9NY74
Q16706
A1Z1Q3
P51397
Q92766
Q9UDY8
P53567
P01106
Q96MH6
Q9BXL5
Q8NI77
Q9GZZ0
Q9Y2L6
O95150
Q15262
O75563
Q8IWU2
Q03112
O75054
O43524
Q53G44
P21580
Q9Y2G0
Q04759
Q9H832
P35609
O60941
Q9H0N5
Q92896
Q96AC1
Q86U86
Q9BXR6
Q08188
Q08345
P30044
Q6ZTQ4
Q01344
Q9Y4P1
O95500
Q8N7M2
Q8TD06
O14639
O14792
Q86WB0
P01579
Q14106
Q9BR01
Q6P4H8
Q9H0N0
Q5VZY2
Q86V86
Q96LC9
Q9Y4K1
Q9Y6B7
Q9Y2W3
P07910
P52797
P35236
Q969D9
Q13435
Q9NPH5
Q8IZ57
Q9NZ56
Q9Y561
P15529
P04198
Q12774
Q9UQV4
Q969X1
Q5SRN2
O95944
P56177
Q969G6
Q9HBX8
Q8WWF8
Q8TC26
Q9UF56
O00584
P80723
P36897
P55290
Q9Y624
P50995
Q8N394
Q8IZS8
Q9UL63
Q00005
Q9UBU8
P09237
Q9UBC2
O95803
Q86WU2
P07288
P09488
P31994
P82933
Q96JD6
Q17RB8
P20036
P35813
Q13007
O00750
Q3KPI0
P24821
P78560
P19256
Q5T2D3
Q86UW8
A6NJI1
P52798
Q9NRL3
Q9P1W3
P57789
A2A288
O14836
Q6ZSC3
O95750
Q9Y625
Q6ZTQ3
Q9H3Z4
P59780
Q5TBC7
Q15561
O94986
O75129
O95931
Q9HBM0
P46379
P00533
Q96SW2
P38936
Q04724
Q99490
Q96QE2
P19838
Q7L591
Q8IWX5
Q86YC2
Q9P209
Q13323
Q68CZ1
Q9NZC2
P49914
Q15306
P78362
P02656
P21399
Q96ES7
P32297
Q05639
Q96A56
Q9Y693
Q1MX18
Q13489
O97980
A2RUC4
Q92729
Q99788
O60447
Q15911
Q96CW9
P08581
P80098
Q8N1E2
Q8NI36
Q8WXH0
Q717R9
Q96C57
Q8N1S5
O43561
Q8IWU5
Q92523
Q9H3U5
Q9NR96
Q9H169
Q9NQ75
Q9C009
P14780
Q13336
Q04837
P54296
Q8NEV9
Q9UHC1
Q7Z6G8
P60985
P43088
Q8N8I0
Q92802
P0C1S8
Q9Y3B7
O60449
Q99689
O00182
Q9UBN4
P32019
Q53QV2
Q13148
Q8NDV7
Q04743
P27658
O43497
Q8NFZ0
Q9NYG8
O76050
P01344
Q9UHF4
Q9HBV1
Q5VTD9
Q86XJ0
Q15836
Q10588
Q9NZU1
P06729
Q13501
Q13322
Q70EK8
Q9H257
O95994
O14807
Q9UP83
Q9UJM8
Q6ZVN8
Q5TGI4
Q9H6E4
Q96A46
Q9NR56
A1A4Y4
O43663
P10242
Q6P6B7
O15144
Q92752
P10720
Q92485
O14618
P41240
Q12857
O95622
P11215
P78509
P47928
Q9UHJ3
Q07352
Q9C0H2
P32302
Q8WWH4
P20226
Q16348
Q8N5J2
Q8IVQ6
P10586
Q8NEH6
O14901
A6NML5
Q8NA56
Q9GZX6
Q9NUQ9
Q14392
O14529
Q99467
P55199
Q9BQT8
Q8NFY4
Q3KR37
Q7L0Q8
P41279
Q8TBZ9
Q96P31
Q6PKC3
P22004
O94806
Q13671
Q9HBH5
P42658
O43825
Q13233
P42830
P08133
Q5BKX6
Q71F56
Q9H2S9
P81877
Q96T55
Q8NAF0
Q9NZL3
Q9ULK0
Q53GQ0
P08637
Q99592
P22415
Q8TCF1
Q9BYI3
O00512
P16035
Q63HR2
Q13261
Q8IYX3
Q9UNH7
P20042
Q8IUK8
Q13362
P11717
P24723
Q9GZT4
Q8NBP7
P48065
Q8WVN8
Q92543
O94973
Q8NHY0
Q5GH73
Q9P202
Q9HBL6
P02748
Q9UKT9
Q96SL8
P06340
Q9NRD0
Q9BU64
Q9NUQ6
O94808
P58546
P56962
Q9NXK6
Q16352
Q03113
Q9H2R5
Q8N608
O95359
Q9UBR2
O75159
Q8WTQ4
P12757
P31350
O15020
Q9ULJ6
Q14135
Q8N9N5
Q6DN14
Q86XQ3
P15311
P46937
Q969J3
Q9UJ96
Q9UHD0
Q9H5Y7
O43184
Q8IZC4
P35408
P58005
O60268
P53355
Q5VTQ0
Q8WWA0
Q86TB3
O60237
Q9Y263
P37268
Q7Z3B1
Q9Y4A0
Q8NEL9
Q03052
P01588
Q9Y5Y3
P55327
P14778
Q14CX7
P20702
P55317
Q969T4
Q9Y5K2
Q07021
Q6P4I2
O00548
Q9NQR1
P48378
P43307
Q9Y6W8
Q99929
Q86UF4
Q11203
Q04864
Q9Y4H4
O60641
Q9H7R5
Q5SVJ3
Q16666
Q6VY07
Q8IYP9
P50440
P06727
A8MZ97
O00476
O96008
Q9Y5K6
Q8N8Q8
P13693
P51636
Q8NEW0
Q96C00
P51857
Q5VT06
Q9NY25
Q8TEW0
O94988
Q96NE9
Q9H015
Q2M2I8
O94907
P05156
Q9UBB5
P56199
O15146
P21860
Q9P266
Q9Y222
Q7Z569
Q99946
P12814
P16109
Q8NAP3
Q6UWN5
Q6YHU6
Q9C040
Q9BT88
O15245
Q02556
Q9UL17
Q8N1K5
O95503
Q6UVM3
Q8IYE1
O43353
Q676U5
Q9BZF2
Q13018
Q2KHR3
Q16676
Q92743
Q9NYJ8
Q13884
Q96L96
Q495T6
P05113
Q99728
O15315
P09544
Q9Y242
P40200
P13612
Q92499
Q8N7B1
Q09161
Q9P2R7
P28289
Q8IUM7
O95407
Q4ZHG4
Q6UB99
Q7RTY0
Q504Y0
Q7Z698
P78333
Q13126
Q6IMI4
Q8IYV9
Q9C0B1
Q8TEW8
Q9H171
P98155
Q9Y4E6
Q9UBH6
O95237
Q9BXU9
Q9NPD8
P28065
A9QM74
Q13201
Q9GZL7
O00341
P11802
Q9NZ45
Q8NGK4
Q16787
P34981
Q16520
P21926
Q9Y6X6
P61024
P12018
Q969X5
Q9BRV3
P54289
Q9NQS3
Q00534
Q86XP6
O43557
Q9HB58
Q9UM22
Q8IVL0
P08700
O95936
Q9HCE7
Q9NZ72
Q9UHC6
Q9UHR4
Q99466
Q6P4Q7
Q9H1E3
Q08289
P42081
Q15777
Q86Z02
Q6AI14
Q96I13
Q9HAR2
Q9Y2I1
P48552
Q9UM00
Q5W186
P17927
Q96B21
A6NHT5
P08833
O94885
P42229
Q9NRF2
O00462
P32314
Q8WUU8
P15090
P06241
P25963
O15178
Q8TCU6
Q8NBM4
Q8TF72
O95256
Q07954
Q96FV9
P51692
O15105
P68402
Q92878
Q8N9B8
Q8IYU2
P23588
Q9H0V9
P20265
Q3MIT2
Q9NZI8
P31323
Q8NFF5
P54727
Q92953
Q96QA5
P09341
Q8NI32
P53041
P30532
P99999
Q06413
Q9Y234
Q9BT67
Q9H8M5
Q5SXM2
Q7Z3E5
O15554
P05787
Q96FE5
O14788
Q8TCU4
Q9H987
Q5JRA6
Q9Y244
Q9NNW7
Q9UHP3
P57678
Q96C45
Q75V66
Q9NRI5
Q8N0U7
Q9NS00
Q9BV73
P84550
Q6PGN9
Q9BQ04
Q8TD31
Q8TAD7
Q14916
O15083
Q96Q07
Q9UI12
Q9H816
A6NFE3
P0C0P6
P42226
Q9NY15
Q13946
Q13342
Q9UQQ2
P20749
O75146
Q9NVR2
Q8WUB8
P98095
Q6PD62
Q9H4D0
Q9P2Q2
Q9H1J5
Q8WX94
Q8N9W6
O14753
Q8N6Q1
Q9BWG4
P06899
Q15652
Q14839
P47974
P19875
P81133
Q8TEH3
Q9H009
Q76B58
Q6UWF9
P27930
Q7Z4V0
P81605
Q15126
Q9H8E8
Q96KN3
Q9UMX1
P55210
Q8IWU9
Q9BRR8
Q86SQ7
P62070
Q8N8U2
Q5T6C5
Q9Y2H5
P57768
Q06418
P61073
Q9P0W0
Q96DT7
P48023
Q8NHV4
Q6P6B1
Q96IU2
Q16566
Q13478
P26927
Q8N628
Q04727
P29590
Q9NNZ6
Q15650
O14986
O95760
Q9GZQ6
P15408
Q13685
Q6P3X3
P02812
Q9UKA9
P25789
Q09328
P62736
Q96AZ6
Q99944
Q3KR16
Q07687
P16871
Q9HCD5
Q9UPN9
Q9UGL9
P51828
O14519
Q92730
P36956
Q96JK4
P01111
Q9BZL6
Q5TD97
Q9NZK7
P01042
Q9Y252
P15407
Q9Y6M1
Q96BY2
P35354
Q9UIG8
Q01726
P84085
Q92879
P12272
Q06416
Q92932
Q9Y2K2
Q6PI25
Q9BXS0
Q86UC2
Q9UJT9
P15941
Q96RS6
Q6BDS2
Q13887
Q96JJ7
Q9Y2R2
P23246
Q6UWL2
P09681
O14522
P50225
Q9BXY4
Q53T94
Q9UGI6
Q9NX02
Q68D51
Q99814
Q92551
Q9H013
Q6ZR08
Q16612
Q9NPH9
P13196
P02654
P10646
Q14643
Q6IPW1
P50479
O60427
Q9HC16
Q9Y232
Q9H3S7
Q969X0
P02741
Q13422
Q14CS0
Q92673
P57073
P46091
Q8N228
O43316
Q9H306
Q8IYJ2
Q9BUK6
Q96M93
Q8N807
Q07011
Q14289
Q9BWT1
Q6UXX9
O60645
Q8IU85
Q13976
Q8N9V2
P52803
Q7Z7H8
Q86WK7
Q6UX34
Q9NY57
P23229
Q6PIL6
Q16655
Q96AG3
Q460N3
P78414
Q9UKM9
P27986
O14746
P41219
A7MCY6
Q8TDN2
Q7Z3E1
Q9Y3D9
P20592
Q13875
O75569
Q8NEN9
Q8NCR9
Q96MI6
P33681
Q86UU1
Q6NUN9
Q562R1
Q7Z7A4
Q7RTU3
Q9NYY1
Q9HAU8
P39748
Q96H20
Q9HBF5
Q8NEA6
Q08462
P16410
Q96KA5
Q2M2I3
Q9NYW7
Q9UGC7
Q96CT2
Q14019
Q9UHQ4
Q53FE4
P40425
Q8IVG5
Q5VWZ2
Q9P2A4
Q29980
Q6UWF3
P09238
Q4L180
Q7Z7G0
Q9HBK9
Q2LD37
O15552
P46695
P01375
Q15583
Q2KHR2
P20151
Q13023
P0DPB3
O75676
O75493
Q9BXL7
O15519
P59103
O95772
Q9BYQ9
Q6V0I7
O95620
P35225
Q9Y6Q9
Q9UKV0
P50549
Q96PZ7
P57071
O14646
P32926
P51677
Q04206
Q5VWQ0
O60356
P61587
Q9ULB5
Q5TZA2
Q9UKW4
A6NFH5
Q1XH10
P09430
Q8TCT8
Q01484
Q9NV64
Q02985
Q93052
Q8TAU0
Q8IZL2
P53805
O15244
O60667
Q99708
Q9Y5Y4
P46777
A6NLW8
Q5VZT2
Q9NS73
Q99942
Q9UHP7
Q6QNK2
Q6DKJ4
O75508
Q8IVJ1
Q6P9H4
P48551
Q8N131
Q9NRA0
P35398
Q9UBX1
Q92858
Q03060
Q8N8Q1
P49902
P51449
P36402
P32249
P26232
Q6IQ23
Q96EP9
P11150
Q9BU70
P01589
Q9HCJ6
O75486
O14795
Q9Y6G5
P59665
Q7Z5J4
A1A5C7
Q86WP2
A8MYP8
O00471
P50749
P49895
O15182
P14625
P36969
P15692
Q5VVW2
P04217
Q6FIF0
O94887
Q9UMS5
Q9UNN8
Q86SG7
P12318
Q9P0P0
Q92985
A0AVI4
P22894
Q9BUQ8
P05386
O94913
Q13207
P61018
Q9Y2D9
Q9HD26
Q6ZMP0
Q96HE7
O95070
O43687
Q9P0M2
Q9NS28
Q9BYH1
P51671
P0DP25
Q9NYW6
Q8TAA3
Q9H467
Q7Z465
Q10713
Q9BTE1
Q8TE58
Q01844
Q8WTV0
Q6ZN01
Q9H293
Q9H0Z9
Q13118
P68036
Q7LC44
Q96NB2
Q9NZW5
Q8NFU5
Q5VUG0
P15884
Q8N6W0
Q96CQ1
P41597
Q9BXS6
Q9HCU0
Q15399
Q8IYL9
Q7Z7G1
Q5VTT5
P19075
Q9NRR5
Q70YC4
Q70YC5
O75037
Q96AJ9
Q96T52
Q8TD26
Q92610
Q8NDG6
Q9Y5L5
O15503
P32780
P09529
Q8IUC6
Q08116
Q9UHH9
P43652
P0C7Q2
Q9BXI9
O94779
O14544
P47712
Q92826
Q969V6
Q13901
Q12778
Q9P272
Q8TBF8
Q6UWF7
Q99676
Q9Y4G2
Q9Y5R5
Q6PIW4
O15230
Q9Y5R6
Q6NSI8
Q9UKU0
Q5HYK3
Q9UPQ9
Q15475
P21709
P23470
P57075
Q9H6B1
Q96A65
Q6RVD6
Q8IVB4
Q8NGU2
O43861
P35716
P58397
P18075
P43694
O00222
Q9H2I8
O00482
Q9P2N4
P60228
P51114
Q969H0
P32243
P28062
Q99732
Q92759
O60285
Q9NZI5
Q9H2F9
Q15542
Q8WUA2
Q08499
Q12907
Q9BVP2
Q03014
Q96E14
P23528
Q9Y3P4
Q9Y272
Q9Y520
P08567
Q9P0U3
P55058
Q76N89
Q8N323
Q9H3J6
P09327
Q86VZ6
Q9BV23
Q7Z5A7
Q96EK6
Q96RU8
P41226
P47890
Q9NRM0
Q5VUE5
Q68CQ7
Q13568
P09668
A8MYZ6
P29353
Q9Y5U5
Q330K2
P56524
Q8IWA6
P28482
Q9H6U6
O00453
O43196
P08758
Q14330
O60841
Q6PJG9
Q9NZA1
Q14990
P17706
O43318
Q9Y2H6
Q5T7P8
Q7Z7D3
Q9HCJ5
P27105
P29218
Q12913
Q96N19
Q6K0P9
Q01196
P25786
P21583
Q9NS82
A6NC98
O95456
Q3MIW9
Q6IWH7
Q96KG7
Q14449
O15372
O14530
Q8NF91
Q13615
O14732
Q96P48
Q7Z4J2
Q92621
Q9P258
P52926
Q8IV20
Q8N3K9
Q9P2R6
P35568
P10966
Q9Y2T4
Q9NPC7
Q8TE73
P35228
Q86SQ4
Q96N06
Q96D05
Q5SZL2
O76027
Q92754
Q96B01
O14610
O15075
Q684P5
Q7Z7G8
O75167
Q14571
P53708
Q9Y5X2
Q9NYF0
Q8N7K0
Q9C004
P19876
Q9UIW0
P30305
Q8N448
P98082
Q9BZF9
P59510
Q08AH1
P29459
Q14765
Q9H5N1
Q9HB15
Q86YP4
Q86WG5
P20930
Q9BV36
Q9UIG5
O76061
Q5TBB1
Q9Y5Q3
Q4ZG55
Q86WV1
P40938
P25089
Q9BZW4
Q9BTV7
P09603
Q96C74
O75626
O00458
P49789
P32942
Q12879
Q8N490
Q96S59
P28066
Q8N8Z6
Q9P2D7
Q86TE4
Q9NP78
Q92786
P22301
Q6N021
O75015
P18846
Q9BYX4
O43759
O60565
Q9HCN4
Q8IYX8
P05362
P63220
Q15648
Q9BZD6
P33241
O75444
Q9HCU9
Q14108
P54826
Q8N5A5
Q6RW13
Q6ZW49
Q9HC97
Q9H2W1
Q9BWV1
