,CV1,CV10,CV2,CV3,CV4,CV5,CV6,CV7,CV8,CV9
0,0.7376237623762376,0.58,0.7128712871287128,0.7326732673267327,0.7128712871287128,0.6435643564356436,0.6683168316831684,0.6782178217821783,0.6881188118811881,0.6766169154228856
