,CV1,CV10,CV2,CV3,CV4,CV5,CV6,CV7,CV8,CV9
0,0.6069651741293532,0.6683417085427136,0.6666666666666666,0.681592039800995,0.6616915422885572,0.685,0.75,0.695,0.63,0.7035175879396985
