,CV1,CV10,CV2,CV3,CV4,CV5,CV6,CV7,CV8,CV9
0,0.6336633663366337,0.67,0.6386138613861386,0.6534653465346535,0.6435643564356436,0.6881188118811881,0.6089108910891089,0.6633663366336634,0.6732673267326733,0.7213930348258707
